HS,HS Code,Break-Bulk,Group,Cargo Grouop,Cargo,Keywords,Exception,Note,Title,Description,Count,Tons
48,4823,Break-Bulk,Forestry,Pulp & Paper,Paper,"KRAFTLINERBOARD. Kraft Liner Board, Liner Board, Kraft, Reels, Eukal",,,"Other paper, paperboard, cellulose wadding and webs of cellulose fibers, cut to size or shape; other articles of paper pulp, paper, paperboard, cellulose wadding or webs of cellulose fibers:","Other paper, paperboard, cellulose wadding and webs of cellulose fibers, cut to size or shape; other articles of paper pulp, paper, paperboard, cellulose wadding or webs of cellulose fibers:",3,11307
48,4819,Break-Bulk,Forestry,Pulp & Paper,Paper,"KRAFTLINERBOARD. Kraft Liner Board, Liner Board, Kraft, Reels, Eukal",,,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibers; box files, letter trays and similar articles, of paper or paperboard of a kind used in offices, shops or the like:","Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibers; box files, letter trays and similar articles, of paper or paperboard of a kind used in offices, shops or the like:",10,87536
48,4818,Break-Bulk,Forestry,Pulp & Paper,Paper,"KRAFTLINERBOARD. Kraft Liner Board, Liner Board, Kraft, Reels, Eukal",,,"Toilet paper and similar paper, cellulose wadding or webs of cellulose fibers, of a kind used for household or sanitary purposes, in rolls of a width not exceeding 36 cm, or cut to size or shape; handkerchiefs, cleansing tissues, towels, tablecloths, table napkins, bed sheets and similar household, sanitary or hospital articles, articles of apparel and clothing accessories, of paper pulp, paper, cellulose wadding or webs of cellulose fibers:","Toilet paper and similar paper, cellulose wadding or webs of cellulose fibers, of a kind used for household or sanitary purposes, in rolls of a width not exceeding 36 cm, or cut to size or shape; handkerchiefs, cleansing tissues, towels, tablecloths, table napkins, bed sheets and similar household, sanitary or hospital articles, articles of apparel and clothing accessories, of paper pulp, paper, cellulose wadding or webs of cellulose fibers:",6,50200
48,4817,Break-Bulk,Forestry,Pulp & Paper,Paper,"KRAFTLINERBOARD. Kraft Liner Board, Liner Board, Kraft, Reels, Eukal",,,"Envelopes, letter cards, plain postcards and correspondence cards, of paper or paperboard; boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment of paper stationery:","Envelopes, letter cards, plain postcards and correspondence cards, of paper or paperboard; boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment of paper stationery:",1,27
48,4813,Break-Bulk,Forestry,Pulp & Paper,Paper,"KRAFTLINERBOARD. Kraft Liner Board, Liner Board, Kraft, Reels, Eukal",,,"Cigarette paper, whether or not cut to size or in the form of booklets or tubes:","Cigarette paper, whether or not cut to size or in the form of booklets or tubes:",1,4894
48,4811,Break-Bulk,Forestry,Pulp & Paper,Paper,"KRAFTLINERBOARD. Kraft Liner Board, Liner Board, Kraft, Reels, Eukal",,,"Paper, paperboard, cellulose wadding and webs of cellulose fibers, coated, impregnated, covered, surface-colored, surface-decorated or printed, in rolls or rectangular (including square) sheets, of any size, other than goods of the kind described in heading 4803, 4809 or 4810:","Paper, paperboard, cellulose wadding and webs of cellulose fibers, coated, impregnated, covered, surface-colored, surface-decorated or printed, in rolls or rectangular (including square) sheets, of any size, other than goods of the kind described in heading 4803, 4809 or 4810:",22,72368
48,4810,Break-Bulk,Forestry,Pulp & Paper,Paper,"KRAFTLINERBOARD. Kraft Liner Board, Liner Board, Kraft, Reels, Eukal",,,"Paper and paperboard, coated on one or both sides with kaolin (China clay) or other inorganic substances, with or without a binder, and with no other coating, whether or not surface-colored, surface-decorated or printed, in rolls or rectangular (including square) sheets, of any size:","Paper and paperboard, coated on one or both sides with kaolin (China clay) or other inorganic substances, with or without a binder, and with no other coating, whether or not surface-colored, surface-decorated or printed, in rolls or rectangular (including square) sheets, of any size:",25,1554049
48,4808,Break-Bulk,Forestry,Pulp & Paper,Paper,"KRAFTLINERBOARD. Kraft Liner Board, Liner Board, Kraft, Reels, Eukal",,,"Paper and paperboard, corrugated (with or without glued flat surface sheets), creped, crinkled, embossed or perforated, in rolls or sheets, other than paper of the kind described in heading 4803:","Paper and paperboard, corrugated (with or without glued flat surface sheets), creped, crinkled, embossed or perforated, in rolls or sheets, other than paper of the kind described in heading 4803:",1,675
48,4806,Break-Bulk,Forestry,Pulp & Paper,Paper,"KRAFTLINERBOARD. Kraft Liner Board, Liner Board, Kraft, Reels, Eukal",,,"Vegetable parchment, greaseproof papers, tracing papers and glassine and other glazed transparent or translucent papers, in rolls or sheets:","Vegetable parchment, greaseproof papers, tracing papers and glassine and other glazed transparent or translucent papers, in rolls or sheets:",1,220534
48,4805,Break-Bulk,Forestry,Pulp & Paper,Paper,"KRAFTLINERBOARD. Kraft Liner Board, Liner Board, Kraft, Reels, Eukal",,,"Other uncoated paper and paperboard, in rolls or sheets, not further worked or processed than as specified in note 3 to this chapter:","Other uncoated paper and paperboard, in rolls or sheets, not further worked or processed than as specified in note 3 to this chapter:",4,75530
48,4804,Break-Bulk,Forestry,Pulp & Paper,Paper,"KRAFTLINERBOARD. Kraft Liner Board, Liner Board, Kraft, Reels, Eukal",,,"Uncoated kraft paper and paperboard, in rolls or sheets, other than that of heading 4802 or 4803:","Uncoated kraft paper and paperboard, in rolls or sheets, other than that of heading 4802 or 4803:",98,443734
48,4803,Break-Bulk,Forestry,Pulp & Paper,Paper,"KRAFTLINERBOARD. Kraft Liner Board, Liner Board, Kraft, Reels, Eukal",,,"Paper and paperboard, uncoated, in rolls or sheets, not further worked or processed","Paper and paperboard, uncoated, in rolls or sheets, not further worked or processed",4,57602
48,4802,Break-Bulk,Forestry,Pulp & Paper,Paper,"KRAFTLINERBOARD. Kraft Liner Board, Liner Board, Kraft, Reels, Eukal",,,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non perforated punch-cards and punch tape paper, in rolls or rectangular (including square) sheets, of any size, other than paper of heading 4801 or 4803; hand-made paper and paperboard:","Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non perforated punch-cards and punch tape paper, in rolls or rectangular (including square) sheets, of any size, other than paper of heading 4801 or 4803; hand-made paper and paperboard:",7,211821
47,4707,Break-Bulk,Forestry,Pulp & Paper,Wood Pulp,"BALES, PLANTED EUCALYPTUS, KRAFT BLEACHED WOOD, sca pure, UNBLEACHED EUCALYPTUS",,,Recovered (waste and scrap) paper and paperboard:,Recovered (waste and scrap) paper and paperboard:,16,56528
47,4706,Break-Bulk,Forestry,Pulp & Paper,Wood Pulp,"BALES, PLANTED EUCALYPTUS, KRAFT BLEACHED WOOD, sca pure, UNBLEACHED EUCALYPTUS",,,Pulps of fibers derived from recovered (waste and scrap) paper or paperboard or of other fibrous cellulosic material:,Pulps of fibers derived from recovered (waste and scrap) paper or paperboard or of other fibrous cellulosic material:,1,351489
47,4705,Break-Bulk,Forestry,Pulp & Paper,Wood Pulp,"BALES, PLANTED EUCALYPTUS, KRAFT BLEACHED WOOD, sca pure, UNBLEACHED EUCALYPTUS",,,Wood pulp obtained by a combination of mechanical and chemical processes,Wood pulp obtained by a combination of mechanical and chemical processes,33,50547
47,4703,Break-Bulk,Forestry,Pulp & Paper,Wood Pulp,"BALES, PLANTED EUCALYPTUS, KRAFT BLEACHED WOOD, sca pure, UNBLEACHED EUCALYPTUS",,,"Chemical woodpulp, soda or sulfate, other than dissolving grades:","Chemical woodpulp, soda or sulfate, other than dissolving grades:",92,7667645
47,4702,Break-Bulk,Forestry,Pulp & Paper,Wood Pulp,"BALES, PLANTED EUCALYPTUS, KRAFT BLEACHED WOOD, sca pure, UNBLEACHED EUCALYPTUS",,,"Chemical wood pulp, dissolving grades","Chemical wood pulp, dissolving grades",5,12326
47,4701,Break-Bulk,Forestry,Pulp & Paper,Wood Pulp,"BALES, PLANTED EUCALYPTUS, KRAFT BLEACHED WOOD, sca pure, UNBLEACHED EUCALYPTUS",,,Mechanical wood pulp,Mechanical wood pulp,1,5
46,4602,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Basketwork, wickerwork and other articles, made directly to shape from plaiting materials or made up from articles of heading 4601; articles of loofah:","Basketwork, wickerwork and other articles, made directly to shape from plaiting materials or made up from articles of heading 4601; articles of loofah:",1,0
44,4421,Break-Bulk,Forestry,Wood Products,Lumber,"Lumber, Spruce, Timber, Pine, Taeda, Elliotti, Pinus, Metsa, Whitewood",,,Other articles of wood:,Other articles of wood:,1,84961
44,4420,Break-Bulk,Forestry,Wood Products,Lumber,"Lumber, Spruce, Timber, Pine, Taeda, Elliotti, Pinus, Metsa, Whitewood",,,"Wood marquetry and inlaid wood; caskets and cases for jewelry or cutlery and similar articles, of wood; statuettes and other ornaments, of wood; wooden articles of furniture not falling within chapter 94:","Wood marquetry and inlaid wood; caskets and cases for jewelry or cutlery and similar articles, of wood; statuettes and other ornaments, of wood; wooden articles of furniture not falling within chapter 94:",1,480
44,4418,Break-Bulk,Forestry,Wood Products,Lumber,"Lumber, Spruce, Timber, Pine, Taeda, Elliotti, Pinus, Metsa, Whitewood",,,"Builders' joinery and carpentry of wood, including cellular wood panels and assembled flooring panels; shingles and shakes:","Builders' joinery and carpentry of wood, including cellular wood panels and assembled flooring panels; shingles and shakes:",1,13578
44,4416,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, including staves","Casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, including staves",2,2442
44,4415,Break-Bulk,General Cargo,General Cargo,General Cargo,General Cargo,"tons is greater than 10, mark misclassified",,"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums, of wood; pallets, box-pallets and other load boards, of wood; pallet collars of wood:","Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums, of wood; pallets, box-pallets and other load boards, of wood; pallet collars of wood:",1,17
44,4412,Break-Bulk,Forestry,Wood Products,Plywood,"Eucaboard, Beadboard, Eucatile, MDF, HDF, Fibreboard, Fiberboard, OSBV, Oriented Strand Board, Plywood",,,"Plywood, veneered panels and similar laminated wood:","Plywood, veneered panels and similar laminated wood:",1,5028127
44,4411,Break-Bulk,Forestry,Wood Products,Fibreboards,"Eucaboard, Beadboard, Eucatile, MDF, HDF, Fibreboard, Fiberboard, OSBV, Oriented Strand Board, Plywood",,,"Fiberboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances:","Fiberboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances:",123,6840825
44,4410,Break-Bulk,Forestry,Wood Products,Fibreboards,"Eucaboard, Beadboard, Eucatile, MDF, HDF, Fibreboard, Fiberboard, OSBV, Oriented Strand Board, Plywood",,,"Particle board, oriented strand board (OSB) and similar board (for example, waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances:","Particle board, oriented strand board (OSB) and similar board (for example, waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances:",1,374480
