HS2,HS4,Group,Commodity,Cargo,Cargo_Detail,Keywords_Str,Min Tons,Max Tons,Note,HS Title,HS Decription,HS_Code,Port of Loading (F),Shipper,Count,Tons
72,7224,Break-Bulk,Steel,Semi-Finished,"Slabs, Billets","Slabs, Billets",1.5,60000,KEEP,Other alloy steel in ingots or other primary forms; semi-finished products of other alloy steel:,Other alloy steel in ingots or other primary forms; semi-finished products of other alloy steel:,,,,1,1
72,7218,Break-Bulk,Steel,Semi-Finished,Steel Slabs,Steel Slabs,1.5,60000,KEEP,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel:,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel:,Classified: 7218.91,"Sepetiba Bay, Brazil",Ternium Brasil Ltda,1,1
72,7218,Break-Bulk,Steel,Semi-Finished,"Billets, Slabs","Billets, Slabs",1.5,60000,KEEP,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel:,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel:,,,,1,1
72,7204,Dry Bulk,Ferrous Raw Materials,Scrap,Scrap,"STEEL, SCRAP, BULK",,,KEEP,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Classified: 7204.49,"Lazaro Cardenas, Mexico",Arcelormittal Mexico S.A. De C.V.,1,1
72,7204,Dry Bulk,Ferrous Raw Materials,Scrap,Scrap,"SHREDDED, STEEL, SCRAP, 501, 047",,,KEEP,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Classified: 7204.49,"Halmstad, Sweden",,1,1
72,7204,Dry Bulk,Ferrous Raw Materials,Scrap,Scrap,"SHREDDED, STEEL, SCRAP, 058, 152",,,KEEP,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Classified: 7204.49,"Moerdjik, Netherlands",,1,1
72,7204,Dry Bulk,Ferrous Raw Materials,Scrap,Scrap,"SHREDDED, STEEL, SCRAP",,,KEEP,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Classified: 7204.49,"Halmstad, Sweden",,1,1
72,7204,Dry Bulk,Ferrous Raw Materials,Scrap,Scrap,Scrap,,,KEEP,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,,,,1,1
72,7204,Dry Bulk,Ferrous Raw Materials,Scrap,Scrap,"QUANTITY, BUSHELING",,,KEEP,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Classified: 7204.49,"All Other Poland Ports, Poland",,1,1
72,7204,Dry Bulk,Ferrous Raw Materials,Scrap,Scrap,"NEW, PRODUCTION, AUTO, INDUSTRIAL, BUNDLES",,,KEEP,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Classified: 7204.49,"Newcastle On Tyne, United Kingdom",Sirius House,1,1
72,7204,Dry Bulk,Ferrous Raw Materials,Scrap,Scrap,"INDUSTRIAL, BUSHELING, SCRAP, 6299, 577",,,KEEP,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Classified: 7204.49,"Limhamn, Sweden",,1,1
72,7204,Dry Bulk,Ferrous Raw Materials,Scrap,Scrap,"INDUSTRIAL, BUSHELING, SCRAP, 003, 276",,,KEEP,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Classified: 7204.49,"Limhamn, Sweden",,1,1
72,7204,Dry Bulk,Ferrous Raw Materials,Scrap,Scrap,"BUSHELING, SCRAP",,,KEEP,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Classified: 7204.49,"All Other Poland Ports, Poland",Gescrap S.L.,1,1
72,7204,Dry Bulk,Ferrous Raw Materials,Scrap,Scrap,"BUSHELING, BULK, 793, 535, METRIC",,,KEEP,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Classified: 7204.49,"Amsterdam, Netherlands",,1,1
72,7204,Dry Bulk,Ferrous Raw Materials,Scrap,Scrap,"BUSHELING, BULK",,,KEEP,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Classified: 7204.49,"Amsterdam, Netherlands",,1,1
72,7204,Dry Bulk,Ferrous Raw Materials,Scrap,Scrap,"BUNDLES, 182, 830, BUSHELING, 817",,,KEEP,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Classified: 7204.49,"Liverpool, United Kingdom","S. Norton Ano Co., Ltd.",1,1
72,7204,Dry Bulk,Ferrous Raw Materials,Scrap,Scrap,"BULK, SCRAP, STEEL",,,KEEP,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Classified: 7204.49,"Victoria, Bc, Canada",,1,1
72,7204,Dry Bulk,Ferrous Raw Materials,Scrap,Scrap,"BULK, SCRAP, STEEL",,,KEEP,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Classified: 7204.49,"Nanaimo, Bc, Canada",,1,1
72,7204,Dry Bulk,Ferrous Raw Materials,Scrap,Scrap,"BULK, SCRAP, STEEL",,,KEEP,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Classified: 7204.49,"Campbell River, Bc, Canada",,1,1
72,7204,Dry Bulk,Ferrous Raw Materials,Scrap,Scrap,"BULK, SCRAP, STEEL",,,KEEP,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Classified: 7204.21,"Victoria, Bc, Canada",,1,1
72,7204,Dry Bulk,Ferrous Raw Materials,Scrap,Scrap,"BULK, SCRAP, STEEL",,,KEEP,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Classified: 7204.49,"Nanaimo, Bc, Canada",Abc Recycling Ltd.,1,1
72,7204,Dry Bulk,Ferrous Raw Materials,Scrap,Scrap,"9005, 357, INDUSTRIAL, BUSHELING, SCRAP",,,KEEP,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Classified: 7204.49,"Limhamn, Sweden",,1,1
72,7204,Dry Bulk,Ferrous Raw Materials,Scrap,Scrap,"815, 312, BUSHELING, BULK, 685",,,KEEP,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Classified: 7204.49,"Amsterdam, Netherlands",,1,1
72,7204,Dry Bulk,Ferrous Raw Materials,Scrap,Scrap,"753, 460, STEEL, SCRAP, NEW",,,KEEP,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Classified: 7204.49,"Liverpool, United Kingdom",European Metal Recycling Ltd.,1,1
72,7204,Dry Bulk,Ferrous Raw Materials,Scrap,Scrap,"462, 462, BUSHELING",,,KEEP,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Classified: 7204.49,"Danzig, Poland",,1,1
72,7204,Dry Bulk,Ferrous Raw Materials,Scrap,Scrap,"442, 365, STEEL, SCRAP, FORM",,,KEEP,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Classified: 7204.49,"Liverpool, United Kingdom",European Metal Recycling Ltd.,1,1
72,7204,Dry Bulk,Ferrous Raw Materials,Scrap,Scrap,"430, 295, BUSHELING, 049, 782",,,KEEP,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Classified: 7204.49,"Amsterdam, Netherlands",,1,1
72,7204,Dry Bulk,Ferrous Raw Materials,Iron Products,Iron Ore,"141, METRIC, TONS, IRON, ORE",,,KEEP,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Classified: 7204.49,"Quebec, Que, Canada",Iron Ore Co. Of Canada,1,1
72,7204,Dry Bulk,Ferrous Raw Materials,Iron Products,Iron Ore,"066, METRIC, TONS, IRON, ORE",,,KEEP,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Classified: 7204.49,"Quebec, Que, Canada",Iron Ore Co. Of Canada,1,1
72,7204,Dry Bulk,Ferrous Raw Materials,Scrap,Scrap,"000, METRIC, TONS, IRON, ORE",,,KEEP,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Ferrous waste and scrap; remelting scrap ingots of iron or steel:,Classified: 7204.49,"Port Cartier, Que, Canada",Arcelormittal Mines Canada Inc.,1,1
72,7203,Dry Bulk,Steel,Iron Products,DRI,"DIRECT, REDUCTION",,,KEEP,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99.94 percent, in lumps, pellets or similar forms:","Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99.94 percent, in lumps, pellets or similar forms:",Classified: 7203.10,"All Other Oman Ports, Oman",Vale S.A.,1,1
72,7203,Dry Bulk,Steel,Iron Products,DRI,"DIRECT, REDUCTION",,,KEEP,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99.94 percent, in lumps, pellets or similar forms:","Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99.94 percent, in lumps, pellets or similar forms:",Classified: 7203.10,"Point Ubu, Brazil",Samarco Mineracao Sa,1,1
72,7203,Dry Bulk,Steel,Iron Products,DRI,"Direct Reduced, DRI, Iron Powder, Iron Concentrate",,,KEEP,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99.94 percent, in lumps, pellets or similar forms:","Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99.94 percent, in lumps, pellets or similar forms:",,,,1,1
72,7202,Dry Bulk,Steel,FerroAlloys,FerroAlloystbn,"FERROCHROME, LUMPY, FINES, BULK",,,KEEP,Ferroalloys:,Ferroalloys:,Classified: 7202.41,"Richard's Bay, South Africa",,1,1
72,7202,Dry Bulk,Steel,FerroAlloys,FerroAlloystbn,"FERROCHROME, LUMPY, BULK",,,KEEP,Ferroalloys:,Ferroalloys:,Classified: 7202.49,"Richard's Bay, South Africa",,1,1
72,7202,Dry Bulk,Steel,FerroAlloys,FerroAlloystbn,"FERRO, CHROME",,,KEEP,Ferroalloys:,Ferroalloys:,Classified: 7202.49,"All Other Finland Ports, Finland",Outokumpu Chrome Oy,1,1
72,7202,Dry Bulk,Steel,FerroAlloys,FerroAlloystbn,"Ferro Chrome, Manganese, Ferronickle, FerroChrome, HCFEC, LCFEC, AKTOBE, AKTOB, AKSU, Ferro Silicon, Ferrosilicon",,,KEEP,Ferroalloys:,Ferroalloys:,,,,1,1
28,2840,Dry Bulk,Non-Ferrous Raw Materials,Minerals,Etibor,"Etibor, Borax, ",,,KEEP,Borates; peroxoborates (perborates):,Borates; peroxoborates (perborates):,,,,1,1
28,2834,Dry Bulk,Fertilizer,Fertilizer,Nitrates,"Nitrate, Calcinit",,,KEEP,Nitrites; nitrates:,Nitrites; nitrates:,,,,1,1
28,2833,Dry Bulk,Fertilizer,Fertilizer,Sulphates,"Ferrous Sulphate, Zinc Sulfate, Kemira, Sodium Sulphate, Magnesium Sulphate",,,KEEP,Sulfates; alums; peroxosulfates (persulfates):,Sulfates; alums; peroxosulfates (persulfates):,,,,1,1
28,2832,Dry Bulk,Misc Bulk,tbn bulkk,Sulfites,"SODIUM METABISULPHITE, SODIUM METABISULFITE",,,KEEP,Sulfites; thiosulfates:,Sulfites; thiosulfates:,,,,1,1
28,2827,Dry Bulk,Non-Ferrous Raw Materials,TBN,Chlorides,"MAGNESIUM CHLORIDE , Calcium Chloride",,,KEEP,"Chlorides, chloride oxides and chloride hydroxides; bromides and bromide oxides; iodides and iodide oxides:","Chlorides, chloride oxides and chloride hydroxides; bromides and bromide oxides; iodides and iodide oxides:",,,,1,1
28,2826,Dry Bulk,Misc Bulk,tbn bulkk,TBN,Aluminium Fluoride ALUMINIUM FLUORIDE,,,KEEP,"Fluorides; fluorosilicates, fluoroaluminates and other complex fluorine salts:","Fluorides; fluorosilicates, fluoroaluminates and other complex fluorine salts:",,,,1,1
28,2825,Dry Bulk,Misc Bulk,tbn bulkk,tbn,Aluminium Fluoride ALUMINIUM FLUORIDE,,,KEEP,"Hydrazine and hydroxylamine and their inorganic salts; other inorganic bases; other metal oxides, hydroxides and peroxides:","Hydrazine and hydroxylamine and their inorganic salts; other inorganic bases; other metal oxides, hydroxides and peroxides:",,,,1,1
28,2820,Dry Bulk,Misc Bulk,tbn bulkk,TBN,Manganese,,,KEEP,Manganese oxides:,Manganese oxides:,,,,1,1
28,2818,Dry Bulk,Non-Ferrous Raw Materials,Alumina,Alumina,"Alumina, Aluminum Hydroxide",,,KEEP,"Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide:","Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide:",,,,1,1
28,2818,Dry Bulk,Non-Ferrous Raw Materials,Alumina,Alumina,"Alumina, Aluminum Hydroxide",,,KEEP,"Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide:","Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide:",Classified: 2818.20,"Barcarena, Brazil",Alunorte Alumina Do Norte Do,1,1
28,2818,Dry Bulk,Non-Ferrous Raw Materials,Alumina,Alumina,"Alumina, Aluminum Hydroxide",,,KEEP,"Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide:","Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide:",Classified: 2818.20,"Itaqui, Brazil",,1,1
28,2818,Dry Bulk,Non-Ferrous Raw Materials,Alumina,Alumina,"Alumina, Aluminum Hydroxide",,,KEEP,"Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide:","Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide:",Classified: 2818.20,"All Other Brazil Ports North Of Recife, Brazil",,1,1
28,2818,Dry Bulk,Non-Ferrous Raw Materials,Alumina,Alumina,"Alumina, Aluminum Hydroxide",,,KEEP,"Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide:","Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide:",Classified: 2818.20,"Barcarena, Brazil",,1,1
28,2818,Dry Bulk,Non-Ferrous Raw Materials,Alumina,Alumina,"Alumina, Aluminum Hydroxide",,,KEEP,"Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide:","Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide:",Classified: 2818.20,"Gladstone, Australia",Rta Holdco Australia 5 (Pty) ) Ltd.,1,1
28,2818,Dry Bulk,Non-Ferrous Raw Materials,Alumina,Alumina,"Alumina, Aluminum Hydroxide",,,KEEP,"Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide:","Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide:",Classified: 2818.20,"All Other Brazil Ports South Of Recife, Brazil",South32 Minerals Sa,1,1
28,2818,Dry Bulk,Non-Ferrous Raw Materials,Alumina,Alumina,"Alumina, Aluminum Hydroxide",,,KEEP,"Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide:","Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide:",Classified: 2818.30,"Hamburg, Germany",Dadco (Suisse) S.A.,1,1
28,2818,Dry Bulk,Non-Ferrous Raw Materials,Alumina,Alumina,"Alumina, Aluminum Hydroxide",,,KEEP,"Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide:","Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide:",Classified: 2818.20,"Hamburg, Germany",Dadco (Suisse) S.A.,1,1
28,2818,Dry Bulk,Non-Ferrous Raw Materials,Alumina,Alumina,"Alumina, Aluminum Hydroxide",,,KEEP,"Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide:","Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide:",Classified: 2818.20,"All Other Brazil Ports North Of Recife, Brazil",Alunorte Alumina Do Norte Do,1,1
28,2818,Dry Bulk,Non-Ferrous Raw Materials,Alumina,Alumina,"Alumina, Aluminum Hydroxide",,,KEEP,"Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide:","Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide:",Classified: 2818.20,"Esquivel, Jamaica",,1,1
28,2818,Dry Bulk,Non-Ferrous Raw Materials,Alumina,Alumina,"Alumina, Aluminum Hydroxide",,,KEEP,"Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide:","Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide:",Classified: 2818.30,"Barcarena, Brazil",Alunorte Alumina Do Norte Do,1,1
28,2818,Dry Bulk,Non-Ferrous Raw Materials,Alumina,Alumina,"Alumina, Aluminum Hydroxide",,,KEEP,"Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide:","Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide:",Classified: 2818.20,"All Other Brazil Ports South Of Recife, Brazil",Alunorte Alumina Do Norte Do,1,1
28,2818,Dry Bulk,Non-Ferrous Raw Materials,Alumina,Alumina,"Alumina, Aluminum Hydroxide",,,KEEP,"Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide:","Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide:",Classified: 2818.20,"Rocky Point, Jamaica",General Alumina Jamaica Llc,1,1
28,2818,Dry Bulk,Non-Ferrous Raw Materials,Alumina,Alumina,"Alumina, Aluminum Hydroxide",,,KEEP,"Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide:","Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide:",Classified: 2818.20,"Rocky Point, Jamaica",Clarendon Alumina Production Ltd.,1,1
28,2810,Dry Bulk,Non-Ferrous Raw Materials,Minerals,Etibor,"Boron Oxide, Boric Acid",,,KEEP,Oxides of boron,boric acids,,,,1,1
27,2713,Dry Bulk,Solid Fuels,Petcoke,Petcoke,"RAW, PETROLEUM, COKE",,,KEEP,"Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals:","Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals:",Classified: 2713.12,"Cartagena, Colombia",,1,1
27,2713,Dry Bulk,Solid Fuels,Petcoke,Petcoke,"QUANTITY, PETROLEUM, COKE",,,KEEP,"Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals:","Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals:",Classified: 2713.12,"Altamira, Mexico",,1,1
27,2713,Dry Bulk,Solid Fuels,Petcoke,Petcoke,"QUANTITY, GREEN, DELAYED, PETROLEUM, COKE",,,KEEP,"Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals:","Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals:",Classified: 2713.11,"Danzig, Poland",Oxbow Energy Solutions Bv,1,1
27,2713,Dry Bulk,Solid Fuels,Petcoke,Petcoke,"QUANTITY, CALCINED, PETROLEUM, COKE",,,KEEP,"Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals:","Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals:",Classified: 2713.12,"La Plata, Argentina",Copetro Sociedad Colectiva,1,1
27,2713,Dry Bulk,Solid Fuels,Petcoke,Petcoke,"PETROLEUM, COKE",,,KEEP,"Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals:","Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals:",Classified: 2713.12,"Altamira, Mexico",,1,1
27,2713,Dry Bulk,Solid Fuels,Petcoke,Petcoke,"PETROLEUM COKE, Petcoke, ",,,KEEP,"Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals:","Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals:",,,,1,1
27,2713,Dry Bulk,Solid Fuels,Petcoke,Petcoke,"GREEN, PETROLEUM, COKE",,,KEEP,"Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals:","Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals:",Classified: 2713.11,"Rotterdam, Netherlands",Bp Europe Se,1,1
27,2713,Dry Bulk,Solid Fuels,Petcoke,Petcoke,"GREEN, PETROLEUM, COKE",,,KEEP,"Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals:","Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals:",Classified: 2713.12,"Rotterdam, Netherlands",Uberseeallee 1,1,1
27,2713,Dry Bulk,Solid Fuels,Petcoke,Petcoke,"GREEN, PETROLEUM, COKE",,,KEEP,"Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals:","Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals:",Classified: 2713.12,"Imbituba, Brazil",Petroleo Brasileiro S.A.   Petrobras,1,1
27,2713,Dry Bulk,Solid Fuels,Petcoke,Petcoke,"GREEN, DELAYED, PETROLEUM, COKE, BULK",,,KEEP,"Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals:","Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals:",Classified: 2713.12,"La Plata, Argentina",Ypf S.A. Cuit 30 54668997 9,1,1
27,2713,Dry Bulk,Solid Fuels,Petcoke,Petcoke,"GREEN, DELAYED, PETROLEUM, COKE",,,KEEP,"Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals:","Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals:",Classified: 2713.11,"All Other Brazil Ports South Of Recife, Brazil",Oxbow Brasil Energia Industria E,1,1
27,2713,Dry Bulk,Solid Fuels,Petcoke,Petcoke,"CALCINED, PETROLEUM, COKE, BULK, 150",,,KEEP,"Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals:","Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals:",Classified: 2713.12,"Sao Sebastio, Brazil",Petrocoque Sa Industries E Comercio,1,1
27,2713,Dry Bulk,Solid Fuels,Petcoke,Petcoke,"CALCINED, PETROLEUM, COKE",,,KEEP,"Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals:","Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals:",Classified: 2713.12,"La Plata, Argentina",Copetro Sociedad Colectiva,1,1
27,2713,Dry Bulk,Solid Fuels,Petcoke,Petcoke,"531, GREEN, DELAYED, PETROLEUM, COKE",,,KEEP,"Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals:","Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals:",Classified: 2713.11,"Imbituba, Brazil",Petroleo Brasileiro S.A.   Petrobras,1,1
12,1201,Dry Bulk,Agricultural Products,Grain,Soybeans,"Soybean, Soybeans",,,KEEP,"Soybeans, whether or not broken:","Soybeans, whether or not broken:",,,,1,1
11,1107,Dry Bulk,Agricultural Products,grain,Grain,Malt,,,KEEP,"Malt, whether or not roasted:","Malt, whether or not roasted:",,,,1,1
11,1104,Dry Bulk,Agricultural Products,Grain,Grain,Grains,,,KEEP,"Cereal grains otherwise worked (for example, hulled, rolled, flaked, pearled, sliced or kibbled), except rice of heading 1006; germ of cereals, whole, rolled, flaked or ground:","Cereal grains otherwise worked (for example, hulled, rolled, flaked, pearled, sliced or kibbled), except rice of heading 1006; germ of cereals, whole, rolled, flaked or ground:",,,,1,1
11,1103,Dry Bulk,Agricultural Products,Grain,Grain,Perlite,,,KEEP,"Cereal groats, meal and pellets:","Cereal groats, meal and pellets:",,,,1,1
10,1008,Dry Bulk,Agricultural Products,Grain,Buckwheat,Buckwheat,,,KEEP,"Buckwheat, millet and canary seeds; other cereals (including wild rice):","Buckwheat, millet and canary seeds; other cereals (including wild rice):",,,,1,1
10,1006,Dry Bulk,Agricultural Products,Grain,Rice,Rice,,,KEEP,Rice:,Rice:,,,,1,1
10,1005,Dry Bulk,Agricultural Products,Grain,Corn,Corn,,,KEEP,Corn (maize):,Corn (maize):,,,,1,1
10,1004,Dry Bulk,Agricultural Products,Grain,Oats,Oats,,,KEEP,Oats:,Oats:,,,,1,1
10,1003,Dry Bulk,Agricultural Products,Grain,Barley,Barley,,,KEEP,Barley:,Barley:,,,,1,1
10,1002,Dry Bulk,Agricultural Products,Grain,Rye,Rye,,,KEEP,Rye:,Rye:,,,,1,1
10,1001,Dry Bulk,Agricultural Products,Grain,Wheat,Wheat,,,KEEP,Wheat and meslin:,Wheat and meslin:,,,,1,1
81,8111,Dry Bulk,Misc Bulk,tbn bulkk,tbn,Manganese,,,KEEP,"Manganese and articles thereof, including waste and scrap","Manganese and articles thereof, including waste and scrap",,,,1,1
81,8105,Dry Bulk,Misc Bulk,tbn bulkk,tbn,tbn,,,KEEP,"Cobalt mattes and other intermediate products of cobalt metallurgy; cobalt and articles thereof, including waste and scrap:","Cobalt mattes and other intermediate products of cobalt metallurgy; cobalt and articles thereof, including waste and scrap:",,,,1,1
81,8104,Dry Bulk,Misc Bulk,tbn bulkk,tbn,Magnesium,,,KEEP,"Magnesium and articles thereof, including waste and scrap:","Magnesium and articles thereof, including waste and scrap:",,,,1,1
79,7901,Break-Bulk,Metals,Zinc,Ingot,"Zinc Ingot, Zinc",1.5,60000,KEEP,Unwrought zinc:,Unwrought zinc:,,,,1,1
78,7801,Break-Bulk,Metals,Lead,Ingot,"Lead Ingot, Refined Lead, Primary Lead",1.5,60000,KEEP,Unwrought lead:,Unwrought lead:,,,,1,1
76,7616,Break-Bulk,Metals,Aluminum,Aluminum,Aluminum Other,1.5,60000,KEEP,Other articles of aluminum:,Other articles of aluminum:,,,,1,1
76,7614,Break-Bulk,Metals,Aluminum,Aluminum,Aluminum Other,1.5,60000,KEEP,"Stranded wire, cables, plaited bands and the like, including slings and similar articles, of aluminum, not electrically insulated:","Stranded wire, cables, plaited bands and the like, including slings and similar articles, of aluminum, not electrically insulated:",,,,1,1
76,7613,Break-Bulk,Metals,Aluminum,Aluminum,Aluminum Other,1.5,60000,KEEP,Aluminium containers for compressed or liquefied gas,Aluminium containers for compressed or liquefied gas,,,,1,1
