IMO,Vessel,Design,Type,DWT,LOA,Beam,Depth(m),GT,NRT,Grain,TPC,Dwt_Draft(m),Source_File
9959450,LOWLANDS CORSO,Shikoku Neo40,Bulk Carrier-Handymax,40040,178.2,0,15.4,24386,12587,48908,0,10.826,Ship Results (1).xlsx
9959462,LOWLANDS ENGEL,Shikoku Neo40,Bulk Carrier-Handymax,40056,178.2,0,15.4,24386,12587,48908,0,10.826,Ship Results (1).xlsx
9959486,BOOTES TWIN,,"General Cargo 10,000-14,999dwt",13554,114.18,0,14.05,9931,4527,19550,0,9.177,Ship Results (41).xlsx
9959498,MANAMI CORAL,,"General Cargo 10,000-14,999dwt",13554,114.18,0,14.05,9943,4527,19550,0,9.177,Ship Results (41).xlsx
9959541,ECO UMANDE,,Containership-Regional Feeder,13736,145.218,27.473,14.3,16226,4928,0,0,8.1,Ship Results (46).xlsx
9959553,ECO MARIN,,Containership-Regional Feeder,13684,0,27.223,14.297,16226,4928,0,0,8.1,Ship Results (46).xlsx
9959565,ECO OSTRO,,Containership-Regional Feeder,13686,0,27.225,14.3,16242,4928,0,0,8.1,Ship Results (46).xlsx
9959577,ECO TRAMONTANE,,Containership-Regional Feeder,13629,0,27.234,14.298,16242,4928,0,0,8.1,Ship Results (46).xlsx
9959632,YOU PIN 2,,"Tanker-7,500-9,999dwt",9195,0,0,9.8,6686,0,0,0,7,Ship Results (26).xlsx
9959644,CHENG LANG 166,,Tanker-Handy,15397,0,0,12.1,11340,6350,0,0,8.52,Ship Results (24).xlsx
9959656,XIN TIAN 10,,,7860,0,0,8.5,5150,0,0,0,6.3,Ship Results (39).xlsx
9959668,JIAN XING 37,,,3089,0,0,6.6,2606,1459,0,0,5.25,Ship Results (41)tanker.xlsx
9959670,XIN LIAN 9,,"Tanker-5,000-7,499dwt",7475,0,0,9,5484,3071,0,0,6.8,Ship Results (27).xlsx
9959723,SUNRISE QUEEN,OS 58BC,Bulk Carrier-Supra/Ultramax,58316,185.95,0,18.54,33151,17534,66996,0,13.07,Ship Results (13).xlsx
9959735,OG GINKGO,,Bulk Carrier-Supra/Ultramax,60683,205.31,0,22.8,49759,22142,122555,0,11.553,Ship Results (39).xlsx
9959747,PG HOLLY,,Bulk Carrier-Supra/Ultramax,60683,205.31,0,22.8,49759,22142,122555,0,11.553,Ship Results (39).xlsx
9959759,WISDOM DIVA,OS 82BC,Bulk Carrier-Pmax/Kamsarmax,82216,225.5,32.298,19.98,43366,27887,97416,0,14.506,Ship Results (6).xlsx
9959761,DELIGHT DIVA,OS 82BC,Bulk Carrier-Pmax/Kamsarmax,82216,0,32.298,19.98,43366,27887,97416,0,14.506,Ship Results (6).xlsx
9959773,SERENITY DIVA,OS 87BC,Bulk Carrier-Post Panamax,87396,223.27,36.546,20.39,48105,28546,106222,0,14.348,Ship Results (10).xlsx
9959785,BOUNTY DIVA,OS 87BC,Bulk Carrier-Post Panamax,87396,223.27,36.546,20.39,48105,28546,106222,0,14.348,Ship Results (10).xlsx
9959797,WENLOCK,OS 87BC,Bulk Carrier-Post Panamax,87421,223.27,36.546,20.39,48105,28546,106222,0,14.348,Ship Results (10).xlsx
9959802,KAWA NAPRANUM,OS 87BC,Bulk Carrier-Post Panamax,87396,223.27,36.546,20.39,48105,28546,106222,0,14.348,Ship Results (10).xlsx
9959814,MIZUSUMI,OS 82BC,Bulk Carrier-Pmax/Kamsarmax,81901,0,32.298,19.98,43460,27890,97293,0,14.506,Ship Results (6).xlsx
9959826,CITRUS TIGER,OS 58BC,Bulk Carrier-Supra/Ultramax,58489,185.95,0,18.54,32680,17546,67221,0,13.062,Ship Results (13).xlsx
9959840,CLAUDE,,LPG-Small Gas Carrier,9591,145,0,11,12477,3744,0,30.7,6,Ship Results (30).xlsx
9959852,HIKARU,,"Tanker-<=4,999dwt",4998,99.46,0,8.4,3946,0,0,0,6.35,Ship Results (28).xlsx
9959864,PESCADORES BRAVE,,"General Cargo <=4,999 dwt",1554,72.14,0,6,1598,479,0,0,3.95,Ship Results (43).xlsx
9959876,LING HANG 999,,Bulk Carrier-Small Handy,14833,0,0,11.2,10622,5948,22808,0,7.5,Ship Results (9).xlsx
9959890,YUSHO MARU,,,1208,62.01,0,5.05,834,319,0,4.3,4.258,Ship Results (41)tanker.xlsx
9959905,PRETTY HANA,,"Tanker-<=4,999dwt",2636,0,0,6.51,1946,758,0,8.7,5.71,Ship Results (28).xlsx
9959917,JILL GLORY,,Tanker-LR2,115415,243.07,0,21.4,63673,35597,0,100.2,15.2,Ship Results (22).xlsx
9959929,SABRINA GLORY,,Tanker-LR2,115397,243.07,0,21.4,63673,35597,0,100.2,15.219,Ship Results (22).xlsx
9959943,YM COURAGE,Sanoyas 82 New,Bulk Carrier-Pmax/Kamsarmax,81980,0,32.281,20.15,43424,27565,97034,0,14.594,Ship Results (6).xlsx
9959955,MORNING KATE,,LPG-Small Gas Carrier,5274,0,0,7.8,4551,1376,0,0,6.1,Ship Results (30).xlsx
9959981,EL CEDAR,,Bulk Carrier-Pmax/Kamsarmax,70848,211.52,37.034,25,57541,20024,141719,0,12.817,Ship Results (39).xlsx
9959993,FL DATE,,Bulk Carrier-Pmax/Kamsarmax,70780,211.52,37.034,25,57541,20024,141718,0,12.817,Ship Results (39).xlsx
9960033,XIN YONG CHANG 19,,Containership-Regional Feeder,35813,0,0,14.2,22454,12008,0,0,10.1,Ship Results (45).xlsx
9960045,GUO HONG 12,,"Tanker-<=4,999dwt",4762,0,0,7,2998,1678,0,0,5.92,Ship Results (28).xlsx
9960057,JI SHUN 168,,Tanker-Handy,12117,0,0,10.9,8187,4584,0,0,7.8,Ship Results (24).xlsx
9960069,CHANG SHUN NAN HAI,,Bulk Carrier-Supra/Ultramax,60514,0,0,16.6,34265,19188,75762,0,11.3,Ship Results (13).xlsx
9960095,FUKUHOU MARU,,"Tanker-<=4,999dwt",430,0,0,0,198,0,0,0,3.09,Ship Results (28).xlsx
9960100,SHINKO MARU NO. 31,,"Tanker-<=4,999dwt",1180,0,0,4.4,504,0,0,0,4.11,Ship Results (28).xlsx
9960124,CAPE PLEASURE,Imabari 181,Bulk Carrier-Capesize,182096,287.2,45.038,24.7,93972,60970,201350,0,18.246,Ship Results.xlsx
9960136,CAPE SATSUKI,Imabari 181,Bulk Carrier-Capesize,182202,0,45.038,24.7,93972,60970,201350,0,18.246,Ship Results.xlsx
9960148,NAVIOS AMETHYST,Imabari 181,Bulk Carrier-Capesize,182212,287.2,45.038,24.7,93972,60970,201350,0,18.246,Ship Results.xlsx
9960150,OCEAN AZURE,I-Star 63 New,Bulk Carrier-Supra/Ultramax,63702,195.4,32.292,19.3,36138,21173,81198,0,13.526,Ship Results (13).xlsx
9960162,POCHARD,IS Bari-Star 38,Bulk Carrier-Large Handy,37991,173.52,29.831,15,23224,12208,46994,0,10.5,Ship Results (2).xlsx
9960174,SSI FURIOUS,IS Bari-Star 38,Bulk Carrier-Large Handy,37973,173.52,29.831,15,23228,12208,47124,0,10.5,Ship Results (2).xlsx
9960186,NEJAT,IS Bari-Star 38,Bulk Carrier-Large Handy,37979,173.52,29.831,15,23232,12101,46994,0,10.54,Ship Results (2).xlsx
9960198,EXCELSIOR DIVA,I-Star 63 New,Bulk Carrier-Supra/Ultramax,63739,195.4,32.292,19.3,36139,21173,81198,0,13.526,Ship Results (13).xlsx
9960203,OMER DADAYLI,I-Star 63 New,Bulk Carrier-Supra/Ultramax,63733,195.4,32.292,19.3,36140,21173,81198,0,13.56,Ship Results (13).xlsx
9960215,SWEET PEA LEADER,,"PCC/PCTC => 4,000 cars",18534,194.16,0,38.76,77644,23294,0,0,10.118,Ship Results (50).xlsx
9960227,DAISY LEADER,,"PCC/PCTC => 4,000 cars",18605,195.18,0,38.76,77644,23294,0,0,10.118,Ship Results (50).xlsx
9960239,SSI AURORA,I-Star 63 New,Bulk Carrier-Supra/Ultramax,63728,195.4,32.292,19.3,36142,21173,81198,0,13.526,Ship Results (13).xlsx
9960291,PARTRIDGE PACIFIC,,Tanker-MR2,49808,174.91,32.228,19.1,29463,13792,0,52,13.316,Ship Results (20).xlsx
9960306,PEREGRINE PACIFIC,,Tanker-MR2,49785,174.91,32.228,19.1,29463,13792,0,52,13.316,Ship Results (20).xlsx
9960435,MIN YOU 301,,"Tanker-<=4,999dwt",2734,0,0,6.8,2354,1318,0,0,4.85,Ship Results (28).xlsx
9960447,HE SHENG 77,,Containership-Regional Feeder,21370,0,0,11.8,14169,7934,0,0,8.43,Ship Results (45).xlsx
9960459,FW MERCURY,KHI Supramax,Bulk Carrier-Supra/Ultramax,64189,0,32.29,19.4,36412,21011,81432,0,13.525,Ship Results (13).xlsx
9960461,FW VENUS,KHI Supramax,Bulk Carrier-Supra/Ultramax,64192,0,32.29,19.4,36412,21011,81431,0,13.525,Ship Results (13).xlsx
9960497,SPARROW,ZSCH 5300,Container-Baby post-Panamax,62890,222.33,38.88,21.8,49877,29367,0,0,14,Ship Results (44).xlsx
9960502,ZIM EAGLE,ZSCH 5300,Container-Baby post-Panamax,62857,222.332,38.88,21.8,49877,29367,0,0,14,Ship Results (44).xlsx
9960514,ZIM FALCON,ZSCH 5300,Container-Baby post-Panamax,63027,222.332,38.88,21.8,49877,29367,0,0,14,Ship Results (44).xlsx
9960526,PELICAN I,ZSCH 5300,Container-Baby post-Panamax,63002,222.332,38.88,21.8,49877,29367,0,0,14,Ship Results (44).xlsx
9960538,SEAGULL,ZSCH 5300,Container-Baby post-Panamax,63028,222.332,38.88,21.8,49877,29367,0,0,14,Ship Results (44).xlsx
9960540,ZIM ALBATROSS,ZSCH 5300,Container-Baby post-Panamax,63700,222.332,38.88,21.8,49877,29367,0,0,14,Ship Results (44).xlsx
9960552,ZIM CONDOR,ZSCH 5300,Container-Baby post-Panamax,62999,222.332,38.88,21.8,49877,29367,0,0,14,Ship Results (44).xlsx
9960564,HAWK I,ZSCH 5300,Container-Baby post-Panamax,62934,222.332,38.88,21.8,49877,29367,0,0,14,Ship Results (44).xlsx
9960588,VENTURE ACADIA,,LNG-New Panamax,94175,285.905,46.43,26.5,115238,34572,0,116.7,12.522,Ship Results (37).xlsx
9960590,VENTURE CREOLE,,LNG-New Panamax,94069,285.91,46.43,26.5,115238,34572,0,116.7,12.522,Ship Results (37).xlsx
9960605,RATU RAISYA,,"Tanker-7,500-9,999dwt",7500,0,0,7,4836,1451,0,0,5.4,Ship Results (26).xlsx
9960710,ZHONG LIAN 8,,"Bulk Carrier-7,500-9,999dwt",8231,0,0,8.5,5486,2913,10005,0,6.5,Ship Results (14).xlsx
9960722,WEI QIAO JIA DA 56,,"Bulk Carrier-7,500-9,999dwt",9919,0,0,7.2,6651,3724,7935,0,4.2,Ship Results (14).xlsx
9960758,WEI QIAO JIA DA 57,,"Bulk Carrier-7,500-9,999dwt",9941,0,0,7.2,6651,3724,7935,0,4.2,Ship Results (14).xlsx
9960784,TS MELBOURNE,SDARI SL2900,Containership-Feedermax,37380,0,0,17.2,29658,11810,0,0,11.015,Ship Results (45).xlsx
9960796,TS COLOMBO,SDARI SL2900,Containership-Feedermax,37400,0,0,17.2,29658,11810,0,0,11.015,Ship Results (45).xlsx
9960942,POS QINGDAO,,Containership-Regional Feeder,13046,0,0,11.25,9969,5232,0,0,8.414,Ship Results (46).xlsx
9960954,POS GUANGZHOU,,Containership-Regional Feeder,13034,0,0,11.25,9969,5232,0,0,8.414,Ship Results (46).xlsx
9960978,LOVELY LADY,,Tanker-LR2,115322,242.978,44.03,21.2,63011,35839,0,100.2,15.222,Ship Results (22).xlsx
9960980,NOUNOU,,Tanker-LR2,115322,242.978,44.03,21.2,63011,35839,0,100.2,15.222,Ship Results (22).xlsx
9961130,STARSHIP JUPITER,Hyundai 2500 II,Containership-Feedermax,37103,187.4,0,16.8,27997,12698,0,0,11.718,Ship Results (45).xlsx
9961142,STARSHIP NEPTUNE,Hyundai 2500 II,Containership-Feedermax,37103,187.4,0,16.8,27997,12698,0,0,11.718,Ship Results (45).xlsx
9961192,GASCHEM EUROPE,,LPG-Medium Gas Carrier,29181,180.728,29.08,17.5,28648,8595,0,47.3,11,Ship Results (31).xlsx
9961207,GASCHEM ERICA,,LPG-Medium Gas Carrier,29193,180.709,0,17.5,28648,8595,0,47.3,11,Ship Results (31).xlsx
9961219,GASCHEM AFRICA,,LPG-Medium Gas Carrier,29230,180.728,29.08,17.5,28648,8595,0,47.3,11,Ship Results (31).xlsx
9961233,TAI STEADINESS,OS 64BC ECO,Bulk Carrier-Supra/Ultramax,64589,0,32.298,19.28,36090,21288,79700,0,13.5,Ship Results (13).xlsx
9961245,TAI SENTRY,OS 64BC ECO,Bulk Carrier-Supra/Ultramax,64589,0,32.298,19.28,36150,21294,79700,0,13.52,Ship Results (13).xlsx
9961271,ANL TASMAN TRADER,Kyokuyo 1100,Containership-Regional Feeder,11793,133.29,22.54,11.4,9587,4515,0,0,8.214,Ship Results (46).xlsx
9961295,CMA CGM ERMITAGE,,Containership-Feedermax,31032,0,0,17.87,32245,9673,0,0,10,Ship Results (45).xlsx
9961300,CMA CGM RUNDALE,,Containership-Feedermax,31033,0,0,17.87,32245,9673,0,0,10,Ship Results (45).xlsx
9961312,CMA CGM TIVOLI,,Containership-Feedermax,31013,0,0,17.87,32245,9673,0,0,10,Ship Results (45).xlsx
9961324,CMA CGM VISBY,,Containership-Feedermax,31016,0,0,17.87,32245,9673,0,0,10,Ship Results (45).xlsx
9961336,CMA CGM ALHAMBRA,,Containership-Feedermax,31064,0,0,17.87,32245,9673,0,0,10,Ship Results (45).xlsx
9961348,CMA CGM SALAMANQUE,,Containership-Feedermax,31054,0,0,17.87,32245,9673,0,0,10,Ship Results (45).xlsx
9961350,CMA CGM ALTAMIRA,,Containership-Feedermax,31027,0,0,17.87,32245,9673,0,0,10,Ship Results (45).xlsx
9961362,CMA CGM SINTRA,,Containership-Feedermax,31055,0,0,17.87,32245,9673,0,0,10,Ship Results (45).xlsx
9961374,CMA CGM ESCURIAL,,Containership-Feedermax,30873,0,0,17.87,32245,9673,0,0,10,Ship Results (45).xlsx
9961386,SHENG JIE 16,,Bulk Carrier-Small Handy,22000,0,0,12.6,13212,0,0,0,0,Ship Results (9).xlsx
9961398,MARAN GAS SYROS,,LNG-New Panamax,92600,0,46.438,26.5,115118,35105,0,0,12.5,Ship Results (37).xlsx
9961415,DIMAS PUTRA VII,,"Tanker-<=4,999dwt",1500,0,0,4,856,453,0,0,3.4,Ship Results (28).xlsx
9961427,AMMOXOSTOS,OS 82BC,Bulk Carrier-Pmax/Kamsarmax,82114,0,32.298,20.01,43543,27885,98259,0,14.5,Ship Results (6).xlsx
9961439,KERYNIA,OS 82BC,Bulk Carrier-Pmax/Kamsarmax,82114,0,32.298,20.01,43543,27885,98259,0,14.5,Ship Results (6).xlsx
9961441,ANDROKLIS,Hyundai 1800III,Containership-Regional Feeder,22750,0,27.43,14.3,17785,7789,0,0,9.88,Ship Results (45).xlsx
9961453,AVIOS,Hyundai 1800III,Containership-Regional Feeder,22750,0,27.43,14.3,17785,7789,0,0,9.88,Ship Results (45).xlsx
9961465,ASTRAIOS,Hyundai 1800III,Containership-Regional Feeder,22750,0,27.43,14.3,17785,7789,0,0,9.88,Ship Results (45).xlsx
9961477,GREENERGY OCEAN,,LNG-New Panamax,93876,291.87,0,26.25,115148,37174,0,115.4,12.5,Ship Results (37).xlsx
9961489,GREENERGY PEARL,,LNG-New Panamax,93627,291.87,0,26.25,115148,37174,0,115.4,12.5,Ship Results (37).xlsx
9961491,GREENERGY STAR,,LNG-New Panamax,93777,0,0,26.25,115148,37174,0,0,12.5,Ship Results (37).xlsx
9961532,A GORYU,Kyokuyo 1100,Containership-Regional Feeder,11817,133.29,24.832,11.4,9562,4523,0,0,8.2,Ship Results (46).xlsx
9961544,ANL KIWI TRADER,Kyokuyo 1100,Containership-Regional Feeder,11817,133.29,24.832,11.4,9562,4523,0,0,8.214,Ship Results (46).xlsx
9961556,SMC COLUMBUS,Kyokuyo 1100,Containership-Regional Feeder,11817,135.09,22.54,11.4,9562,4523,0,0,8.214,Ship Results (46).xlsx
9961568,A ONTAKE,Kyokuyo 1100,Containership-Regional Feeder,11817,133.29,22.54,11.4,9562,4523,0,0,8.2,Ship Results (46).xlsx
9961611,JOYSUNG 15,,,0,0,0,3.05,388,101,0,0,2.45,Ship Results (51).xlsx
9961702,GASCHEM FUJI,,LPG-Small Gas Carrier,6561,111.43,18.02,12.3,6953,2086,0,17.2,7.5,Ship Results (30).xlsx
9961714,GASCHEM ALSTER,,LPG-Small Gas Carrier,6570,111.44,18.02,12.3,6953,2086,0,17.2,7.5,Ship Results (30).xlsx
9961726,GASCHEM PHOENIX,,LPG-Small Gas Carrier,6585,111.43,18.02,12.3,6953,2086,0,0,7.5,Ship Results (30).xlsx
9961805,ALBERT MAERSK,,Containership-ULCS,174009,343.22,0,33.2,172093,87399,0,0,18,Ship Results (44).xlsx
9961817,ALVA MAERSK,,Containership-ULCS,174009,343.22,0,33.2,172093,87399,0,0,18,Ship Results (44).xlsx
9961829,ARTHUR MAERSK,,Containership-ULCS,174009,343.22,0,33.2,172093,87399,0,0,18,Ship Results (44).xlsx
9961831,AXEL MAERSK,,Containership-ULCS,174009,343.22,0,33.2,172093,87399,0,0,18,Ship Results (44).xlsx
9961855,TE TABOMOA,,,1105,0,0,4.4,1191,619,0,0,3.2,Ship Results (49).xlsx
9961867,HG NAPLES,DOLPHIN 64 NEW,Bulk Carrier-Supra/Ultramax,63653,0,32.304,18.9,35908,21205,78325,0,13.5,Ship Results (11).xlsx
9961879,HG BILBAO,DOLPHIN 64 NEW,Bulk Carrier-Supra/Ultramax,63639,0,32.304,18.93,35908,21205,78325,0,13.5,Ship Results (11).xlsx
9961881,HG BARCELONA,DOLPHIN 64 NEW,Bulk Carrier-Supra/Ultramax,63689,0,32.304,18.93,35908,21205,78325,0,13.5,Ship Results (11).xlsx
9961893,HG RAVENNA,DOLPHIN 64 NEW,Bulk Carrier-Supra/Ultramax,63672,0,32.304,18.93,35908,21205,78325,0,13.5,Ship Results (11).xlsx
9961910,UNDEN,Eco Trader 5050,"General Cargo 5,000-9,999 dwt",5048,0,0,7.17,2997,1692,0,0,6.35,Ship Results (42).xlsx
9961922,ASL SAKURA,Tess-64Aeroline,Bulk Carrier-Supra/Ultramax,63667,196.13,32.301,18.6,35564,21480,79000,0,13.3,Ship Results (13).xlsx
9961934,LIEFDE,Kamsarmax,Bulk Carrier-Pmax/Kamsarmax,82725,225.69,0,20.15,43643,27738,98090,0,14.579,Ship Results (6).xlsx
9961960,LOG-IN EVOLUTION,,Container-Baby post-Panamax,41750,193.504,35.256,17.9,34529,13109,0,0,11,Ship Results (45).xlsx
9961972,LOG-IN EXPERIENCE,,Container-Baby post-Panamax,41750,196.504,35.26,17.9,34529,13109,0,0,11,Ship Results (45).xlsx
9961996,JIAN HANG YUE DA,,,8795,0,0,10,6453,2949,0,0,7.7,Ship Results (41)tanker.xlsx
9962005,SHEN ZHEN STAR,,,16023,0,0,9,10547,3164,0,0,6,Ship Results (39).xlsx
9962017,ROYAL REY 350,,"Tanker-<=4,999dwt",3770,0,0,5.8,2526,1415,0,0,4,Ship Results (28).xlsx
9962079,PULOMAS LANCAR,,"Tanker-<=4,999dwt",350,0,0,2.9,239,84,0,0,2.2,Ship Results (28).xlsx
9962237,MY YASEMIN,,"General Cargo <=4,999 dwt",2647,76.78,15.56,5.2,2052,904,0,0,3.69,Ship Results (43).xlsx
9962380,DONGBANG GIANT NO. 9,,,25163,0,0,10.1,16539,4961,0,0,6.8,Ship Results (54).xlsx
9962407,GASLOG ITALY,,LNG-New Panamax,93570,0,46.438,26.5,115204,35105,0,0,12.52,Ship Results (37).xlsx
9962419,MARVEL PHOENIX,,LNG-New Panamax,93417,285.89,46.438,26.5,115204,35105,0,0,12.52,Ship Results (37).xlsx
9962421,WOODSIDE JIRRUBAKURA,,LNG-New Panamax,93649,0,46.438,26.5,115183,35105,0,0,12.5,Ship Results (37).xlsx
9962445,MARK W. BARKER,,,28605,0,0,13.716,15507,12332,0,0,9.09,Ship Results (39).xlsx
9962524,CMA CGM BLOSSOM,Kyokuyo 1100,Containership-Regional Feeder,11817,133.29,22.54,11.4,9587,4515,0,0,8.214,Ship Results (46).xlsx
9962536,MSC MAURA,Jiangsu 15000,Containership-New Panamax,202562,356.89,51.09,30.2,155084,75524,0,0,18.88,Ship Results (44).xlsx
9962548,MSC ILENIA,Jiangsu 15000,Containership-New Panamax,202562,356.89,51.09,30.2,155084,75524,0,0,18.88,Ship Results (44).xlsx
9962550,MSC IVA,Jiangsu 15000,Containership-New Panamax,202562,355.967,51.09,30.2,155084,75524,0,0,18.88,Ship Results (44).xlsx
9962562,MSC IDANIA,Jiangsu 15000,Containership-New Panamax,202562,355.967,51.09,30.2,155084,75524,0,0,18.881,Ship Results (44).xlsx
9962574,MSC MARIE,Jiangsu 15000,Containership-New Panamax,202562,355.967,51.09,30.2,155084,75524,0,0,18.88,Ship Results (44).xlsx
9962586,MSC ILARIA,Jiangsu 15000,Containership-New Panamax,202562,355.967,51.09,30.2,155084,75524,0,0,18.88,Ship Results (44).xlsx
9962598,MSC LORENZA,Jiangsu 15000,Containership-New Panamax,202562,355.967,51.09,30.2,155084,75524,0,0,18.88,Ship Results (44).xlsx
9962603,MSC ELENOIRE,Jiangsu 15000,Containership-New Panamax,202562,356.89,51.09,30.2,155084,75524,0,0,18.88,Ship Results (44).xlsx
9962615,MSC SIMONA,Jiangsu 15000,Containership-New Panamax,202562,356.89,51.09,30.2,155084,75524,0,0,18.88,Ship Results (44).xlsx
9962677,HOEGH AURORA,Aurora 9100,"PCC/PCTC => 4,000 cars",25563,196.11,0,40.92,84074,35724,0,0,10.8,Ship Results (50).xlsx
9962689,HOEGH BOREALIS,Aurora 9100,"PCC/PCTC => 4,000 cars",25587,196.15,0,40.84,84074,35724,0,0,10.8,Ship Results (50).xlsx
9962691,HOEGH AUSTRALIS,Aurora 9100,"PCC/PCTC => 4,000 cars",25552,196.118,0,40.92,84135,35724,0,0,10.8,Ship Results (50).xlsx
9962706,HOEGH SUNLIGHT,Aurora 9100,"PCC/PCTC => 4,000 cars",25200,196.128,0,40.84,84135,35724,0,0,10.8,Ship Results (50).xlsx
9962718,MARIYAM - 1,,,462,42.34,0,3.2,496,149,0,0,2.512,Ship Results (51).xlsx
9962768,DING XIN 107,,Bulk Carrier-Supra/Ultramax,54993,0,0,16.5,31817,17817,68990,0,10.65,Ship Results (12).xlsx
9962770,HUA HONG 15,,,3612,0,0,7,2810,1573,0,0,5.35,Ship Results (41)tanker.xlsx
9962782,LING JUN FA ZHAN,,Bulk Carrier-Supra/Ultramax,60779,0,0,16.6,34438,19285,75521,0,11.3,Ship Results (13).xlsx
9962794,WEI QIAO JIA DA 59,,"Bulk Carrier-7,500-9,999dwt",9922,0,0,7.2,6651,3724,7935,0,4.2,Ship Results (14).xlsx
9962809,DAI YOU 66,,"Tanker-<=4,999dwt",4185,0,0,6.9,2995,1677,0,0,5.43,Ship Results (28).xlsx
9962823,WEI QIAO JIA DA 58,,"Bulk Carrier-7,500-9,999dwt",9923,0,0,7.2,6651,3724,7935,0,4.2,Ship Results (14).xlsx
9962835,WEI QIAO JIA DA 77,,"Bulk Carrier-7,500-9,999dwt",9947,0,0,7.2,6651,3724,7935,0,4.2,Ship Results (14).xlsx
9962847,WEI QIAO JIA DA 76,,"Bulk Carrier-7,500-9,999dwt",9909,0,0,7.2,6651,3724,7935,0,4.2,Ship Results (14).xlsx
9962859,WEI QIAO JIA DA 89,,"Bulk Carrier-7,500-9,999dwt",9941,0,0,7.2,6651,3724,7935,0,4.2,Ship Results (14).xlsx
9962861,HAO LAI JI XIANG,,Tanker-Handy,12278,0,0,10.7,8017,4489,0,0,7.8,Ship Results (24).xlsx
9962873,WEI QIAO JIA DA 78,,"Bulk Carrier-7,500-9,999dwt",9924,0,0,7.2,6651,3724,7935,0,4.2,Ship Results (14).xlsx
9962885,WEI QIAO JIA DA 79,,"Bulk Carrier-7,500-9,999dwt",9921,0,0,7.2,6651,3724,7935,0,4.2,Ship Results (14).xlsx
9962897,HAI SHENG 22,,Tanker-Handy,11966,0,0,10.8,8156,0,0,0,8.1,Ship Results (24).xlsx
9962938,KALLI G.,Combi 3850 II,"General Cargo <=4,999 dwt",3798,88.6,12.65,7,2518,1423,5250,0,5.485,Ship Results (43).xlsx
9962940,BALTIC GRAIN,Combi 3850 II,"General Cargo <=4,999 dwt",3807,88.6,12.652,7,2518,1423,5250,0,5.485,Ship Results (43).xlsx
9962952,BALTIC SPLIT,Combi 3850 II,"General Cargo <=4,999 dwt",3804,84.957,12.655,7,2518,1423,5250,0,5.49,Ship Results (43).xlsx
9962988,FULDATAL,Combi 3850 II,"General Cargo <=4,999 dwt",3804,0,12.65,7,2518,1423,5250,0,5.485,Ship Results (43).xlsx
9962990,WES MADITA,Combi 3850 II,"General Cargo <=4,999 dwt",3803,0,12.65,7,2518,1423,5250,0,5.485,Ship Results (43).xlsx
9963009,BALTIC COASTER,Combi 3850 II,"General Cargo <=4,999 dwt",3806,0,12.652,7,2518,1423,5250,0,5.485,Ship Results (43).xlsx
9963011,BALTIC ECLIPSE,Combi 3850 II,"General Cargo <=4,999 dwt",3801,0,12.652,7,2518,1423,5250,0,5.485,Ship Results (43).xlsx
9963023,AZURE,Combi 3850 II,"General Cargo <=4,999 dwt",3805,0,12.652,7,2518,1423,5250,0,5.48,Ship Results (43).xlsx
9963073,SARWELLE 1,,"General Cargo 10,000-14,999dwt",12753,0,18.02,9.75,7859,3470,13790,0,6.72,Ship Results (41).xlsx
9963097,HUA FU YOU 3,,Tanker-Handy,12495,0,0,11.3,7852,4397,0,0,8.15,Ship Results (24).xlsx
9963102,XIN HANG 991,,"Tanker-5,000-7,499dwt",7097,0,0,9.7,5916,0,0,0,6.02,Ship Results (27).xlsx
9963114,HENG FA 18,,Tanker-Handy,13194,0,0,11.2,8847,4954,0,0,5.58,Ship Results (24).xlsx
9963126,WEI QIAO JIA DA 96,,"Bulk Carrier-7,500-9,999dwt",9938,0,0,7.2,6651,3724,7935,0,4.2,Ship Results (14).xlsx
9963138,YEOSU VOYAGER,Hyundai 2500 II,Containership-Feedermax,36882,187.4,0,16.8,27828,12785,0,0,11.718,Ship Results (45).xlsx
9963140,INCHEON VOYAGER,Hyundai 2500 II,Containership-Feedermax,36882,187.4,0,16.8,27828,12785,0,0,11.718,Ship Results (45).xlsx
9963152,ULSAN VOYAGER,Hyundai 2500 II,Containership-Feedermax,36882,187.4,0,16.8,27828,12785,0,0,11.718,Ship Results (45).xlsx
9963164,KWANGYANG VOYAGER,Hyundai 2500 II,Containership-Feedermax,36882,187.4,0,16.8,27828,12785,0,0,11.718,Ship Results (45).xlsx
9963217,ZIM ARIES,,Containership-Post-Panamax,86950,259.378,0,24.8,74763,40392,0,0,14.5,Ship Results (44).xlsx
9963229,ZIM GEMINI,,Containership-Post-Panamax,86950,259.378,0,24.8,74763,40392,0,0,14.5,Ship Results (44).xlsx
9963231,ZIM SCORPIO,,Containership-Post-Panamax,86950,259.378,0,24.8,74763,40392,0,0,14.5,Ship Results (44).xlsx
9963267,SCOT LEADER,,"General Cargo <=4,999 dwt",4794,0,0,6.6,3457,2201,0,0,5.68,Ship Results (43).xlsx
9963279,KONSTRUKTOR EGOROV,RSD71,"General Cargo 5,000-9,999 dwt",7174,0,16.98,6,5312,2752,9063,0,4.9,Ship Results (42).xlsx
9963293,GLOBAL GREEN,,Bulk Carrier-Supra/Ultramax,58623,0,0,18.3,32999,19350,72389,0,13.026,Ship Results (13).xlsx
