Coast,Total_Tonnage,Num_Ports,Avg_HHI,Avg_Entropy,Avg_Top3_Concentration
"Alaska, US Islands",8999126.71,1,0.40656260957430507,1.0845592635688068,94.60409286758448
East,87379428.64,6,0.307808506392855,1.4746874708226525,80.77254845121466
Gulf,193890638.92000002,10,0.44011981626583757,1.1611520609229014,88.44739722207305
West,58036467.410000004,3,0.45439172793315125,1.1541356723363687,87.36809129881128
