Party_Name,Total_Tons,Record_Count
Banco Scotia Bank,51.1,2
Aceros Fortuna S.A. De C.V.,51.04,2
0304 Tc Tm Tm Aa Rear Det,51.02,2
Pietracoup Associes Inc.,51.0,3
Powell Foundations,51.0,2
Unique Equipments Llc,51.0,2
Bluebird Customs,51.0,2
Adler Steel Ltd.,51.0,2
Tubes Inc.,51.0,4
Rsp America,50.86,2
Kb Link Inc.,50.85,5
Bavarian Motors Cr S.A.,50.81,11
Jb Earthmoving Equipment Llc,50.8,2
F Y A Contratistas Sa,50.8,2
Pcci Inc.,50.73,1
Quantinuum Llc,50.7,2
William L. Rutherford (B.C.) Ltd.,50.67,1
Williams Construction Ltd.,50.64,1
Ultimate Marine,50.6,11
Comsertransa S.A.,50.5,1
Finlay Group Nz Ltd.,50.5,2
Music Matters,50.480000000000004,5
Tiffin Motor Homes Inc.,50.42,2
Comercial De Motores Sa,50.41,3
Ritchie Bros Ritchie Bros Auctione,50.4,2
Terex Cranes,50.4,2
Procesadora De Metales Inc.,50.39,9
Ico International Car Operators,50.34,12
Henschel Andromat Inc.,50.34,4
Seahglobal Inc.,50.3,4
Granite State Imp. Llc,50.26,42
Nawras Al Bahr General Trading,50.2,1
Consulado Geral Americano Do Rio De,50.2,2
Sharp Mobile Truck Repair,50.2,2
Ivan Jacobs Equipment International,50.2,2
Stephex Usa Inc.,50.150000000000006,3
Peltz Companies Inc.,50.14,2
Corey Mcgill,50.02,36
Liberty Tire,50.0,2
Never Say Never Holdings Llc,50.0,1
Unconvential Concepts,50.0,2
Fratelli Aprea Sorrento 1890 Usa L,50.0,2
Herritage Cristal Clean,50.0,1
Oxy Usa Inc.,50.0,2
Boeing Co. The (Ryse),50.0,1
Flibs,50.0,1
Chasing Daylight Marine Llc,50.0,2
Obc Development 1 Corp.,50.0,2
Kodiak Fishmeal Co.,50.0,1
Halliburton Latin America Sa,50.0,2
Kevin Bartlett Concrete Services Lt,49.94,2
L'or Al Australia,49.88,4
Liebherr Nouvelle Caledonie Sas,49.7,2
Shanrod Farms Llc,49.7,6
Unique Auto Group Llc,49.68,8
Kazuma Auto Trading Srl,49.62,10
Trident Bmc,49.61,43
Roanoke Cement (Essex),49.599999999999994,3
Bolidt,49.51,2
Shipper Owned Container,49.47,1
Hellmann Worldwide Logistics,49.47,12
Hackettstown Plant Snack,49.46,2
Halliburton Latin America S.A.,49.46,2
Tallahassee Scrap Metals Inc.,49.4,2
Universal Auto And Recycling Group,49.4,2
Kuehne & Nagel (Pty) ) Ltd.,49.379999999999995,4
Be Different Motors Ltd.,49.26,18
Cummings & Bricker Inc.,49.25,5
Bp Americas,49.22,1
Weibel Equipment Inc.,49.18,3
New Hollandhft Japan Inc.,49.14,2
Lockheed Martin,49.09,3
Halliburton De Mexico S De Rl De Cv,49.06,3
Silk Road Autos,49.040000000000006,6
Franklin Rock And Recycle Llc,49.0,2
Harris Waste Management Group Inc.,49.0,1
Lower River Ship Services,49.0,1
Hd Hyundai Construction Equipment,49.0,2
Sauter Timber Llc,49.0,4
Vicem Yachts Usa Llc Annapolis,49.0,1
General Kinematics,48.99,1
Main Light Llc Group,48.99,1
Ab Autos & Imp. Llc,48.980000000000004,15
Mortier En Tremie Abl Inc.,48.98,2
0411 En Co Co Aa Rear Det,48.98,2
W9045 R,48.94,2
Good N Logistics,48.94,2
Universal Commodities (Tea) Trading,48.91,2
Star Garage Ltd.,48.9,8
A H Beck Foundation Co Inc.,48.9,1
Skf Usa Inc.,48.83,1
"Pt T Public Co., Ltd.",48.78,2
Lhoist North America,48.78,1
Marine Equipment Inc.,48.75,1
Agusta Aerospace Corp,48.72,30
Cheil Group Srl,48.68,2
National Automotive Trading Co.,48.6,2
Hermle Usa Inc. Stock,48.6,4
Tradestar Corp.,48.6,2
Henry Heald & Co Sal,48.6,2
Harlin Insco,48.6,34
Jordan Ahli Bank,48.6,6
Trinity Av. Perimental Lado Norte,48.58,2
Melter S.A De C.V.,48.54,2
Pavimentos Stone Matrix Sa De Cv,48.54,2
Holzpak Llc,48.53,2
Biscuit Filmworks,48.52,2
Alyeska Seafoods,48.47,2
Coteau Mine,48.43,1
Wartsila Funa Internatinal Ftl,48.34,22
Mr Michael Yankelevich,48.34,27
Pillitteri Estates Winery,48.32,2
Adaptalift Group (Pty) ) Ltd.,48.3,2
Aegean Fresh Inc.,48.29,1
O I Bowling Green,48.28,6
Allfort Co. Inc.,48.2,2
Ayax S.A.,48.2,4
Car Haulaways Ltd.,48.2,2
Northwinds Equipment Ltd.,48.18,4
Evolution Motors Ltd.,48.08,8
Windward Motor Group Ireland,48.08,6
Shah Trading,48.05,1
Logimpex Cargo S.A.S.,48.04,4
Martin Asphalt Co.,48.0,2
Machine Handlers Transatlantic Llc,48.0,2
Mid State Equipment,48.0,6
New Age Granite And Marble Ltd.,48.0,2
Powerscreen Connecticut Inc.,48.0,2
Mass Port Authority,48.0,2
Valaris Broussard Warehouse,48.0,2
Hillview Equipment And Leasing Co.,48.0,3
Moderalli Excavating Inc.,48.0,2
Material Handler Llc,48.0,1
Well Oiled Machines,48.0,2
Fast Deliveries Nv,47.9,2
Subea 7,47.89,1
Pkm Canada Marine Terminals Lp,47.85,1
Pxgeo Usa Inc.,47.81,15
Hornby Equipment,47.8,4
Sdlg North America Corp.,47.8,2
Lcbo,47.79,2
Labun's Construction Inc.,47.76,2
Aerostream Usa Inc.,47.72,242
Flame Spray North America Inc.,47.72,4
Nitriflex Sa Industria E Comercio,47.7,2
Ken Ahlstrom Hwi,47.66,20
Jplb Auto Sales,47.65,21
Lyn Cargo Express Srl,47.64,2
Aro Asfaltos Y Riegos De Occidente,47.62,2
2 G Cenergy Power Systems,47.5,1
Arrencosa S A De C V,47.5,2
Marc Steve Auto Sales Ltd.,47.41,43
Yoder & Frey Auctioneers Llc.,47.4,2
Loading Arms Plus Inc.,47.38,2
Savino Del Bene Sp A Dallas,47.32,2
Bp America Production,47.3,2
Everest Consulting Services Llc.,47.3,2
Ma Logistics Ltd.,47.26,8
Ocean Car Gmb H,47.22,24
Ati Materials,47.2,2
A&A Customs Brokerage Inc.,47.2,2
Aaron Rideout Aaron,47.18,30
Rendco Corp. Stx,47.16,4
Infineum Usa L.P.,47.14,1
Century Ship Service,47.13,43
Northern Gear Llc,47.08,2
Trinity Av.,47.06,2
Yusen Logistics (Mexico) Sa De Cv,47.04,1
Tornos Technologies Us Corp.,47.04,3
Jl Autos Ltd.,47.019999999999996,4
Carcity Inc.,47.01,11
Kyocera Avx Components Corp.,47.01,1
Reline America Inc.,47.0,4
Young Shin Usa Ltd.,47.0,1
Roots Blower Llc,46.96,2
Aluminum Fabrication By Sant Group Inc.,46.8,1
Savino Del Bene Mexico Sa De Cv,46.8,1
Fred Rahming,46.79,31
A&A Corp.,46.74,2
Hansler Industries Ltd.,46.72,2
Bbva Mexico Sa,46.71,1
Marcas Diesel S De Rl De Cv,46.68,6
Ozinga Cement Inc.,46.61,1
Transport Products & Service Enterp,46.6,4
Marinerinternational Travel Inc.,46.519999999999996,2
Xcc Xinlong Automotive Parts S. De,46.5,1
Leavitt Machinery,46.5,3
0100 Cs Bn Co A Dist Bsb F,46.49,1
Inversione Baruch S De R L De Cv,46.48,1
A.I. Technology Inc.,46.46,8
River Auto Sales,46.44,12
Ecuaprocure S.A,46.4,2
Starr Auto Depot,46.36,17
Navistar Proving,46.3,4
Mixaco Usa Llc,46.22,6
Tdx Ltd.,46.22,2
Liquidity Services,46.2,2
Timberlab Inc.,46.2,2
Kazi Farhad Jora Imp.,46.18,10
Cfr Classic,46.07,14
Air Center Helicopters Inc.,46.03,3
World Trade Unlimited Llc,46.0,2
Wayfinder Corp.,46.0,2
Greminss Mexico Sa De Cv,46.0,2
Cargojet S.A.,46.0,2
Park Street Imp. Llc,46.0,2
Equipment Authority Group Llc,46.0,1
Millar Tractors,45.98,2
Sun Auto S.A.,45.96,2
Logan Corp.,45.92,2
Bosarge Diving Inc.,45.86,1
Servi Sales Inc.,45.849999999999994,15
Ravago Chemicals Spain S A,45.84,2
Industries Welding Supply Co.,45.84,2
Ico,45.76,4
Nmt Oceania,45.74,2
Navalimpianti Usa,45.73,66
Autotech Polynesie Tahiti,45.720000000000006,4
W908 Up,45.72,2
Evergreen Forest Products Inc.,45.72,1
Bruks Rockwood Inc.,45.7,2
Maruichi Sun,45.69,1
Richard Andrew Lee,45.66,14
Lighthouse Sp A,45.62,6
Italia Yachts Usa,45.6,4
Quinterautos & Equipos S.A.S.,45.6,2
A 7 Cars Ltd.,45.6,10
Lannon Stone Products Inc.,45.59,1
Jonathan Miller,45.57,63
Doppelmayr Canada,45.56,2
Cascadia Metals Ltd. 7449 River Roa,45.54,2
L&L Scrap Metals Recycling. Inc.,45.52,1
B&M Logostics Sp A,45.5,1
Banco Latinoameric,45.5,4
Roland Cobb Iii Tkc Commercial,45.46,4
Eurocar Ltd.,45.46,6
Takatrans Kft,45.42,2
Kulkoni Inc.,45.400000000000006,2
Tsubaki,45.38,2
Hankook Motorsports,45.36,2
United Logistic Services B.V.,45.34,2
Gca Auto Sales N V,45.339999999999996,10
Czm Usa Corp.,45.2,2
"Agri Forest Machine Co., Ltd.",45.2,3
Pladis North America Inc.,45.2,2
Global Armoring Inc.,45.17,32
Bay Marine,45.0,2
Brown & Root,45.0,2
Ntg Projects A S,45.0,2
Gtd Desco Inc.,45.0,2
Spencer 69 Llc,45.0,1
Highlander Equipment,45.0,2
Ferrostaal Chile S A C,45.0,2
Supercal Equipment Volvo Trucks,44.94,4
Tote Maritime Puerto Rico,44.910000000000004,5
Ntg Air & Ocean Llc,44.9,2
Emmanuel Arroyo,44.86,36
Vih Aerospace,44.86,4
Macsteel Internationalusa Corp.,44.82,1
Viking Stars Llc,44.8,2
Kidde Argentina S.A.,44.78,2
Northern Plains Steel Co.,44.78,4
Wirtgen New Zealand,44.76,2
Lucayan Auto S,44.74,27
Ritchie Bros. Auctioneers America L,44.7,4
American Siepmann Corp.,44.7,3
Apg Neuros,44.68,7
Yangli Mexico S De Rl De Cv,44.62,1
Charlotte Chemical International,44.59,2
Iyke Moore,44.55,33
Rh Shipping And Chartering,44.54,6
Metso Cap. Equipment,44.54,2
No Meat Factory,44.5,4
Quadco C O Bolduc Leroux Inc.,44.46,2
Olam Americas Inc.,44.459999999999994,4
Rohlig Mexico S.A. De C.V.,44.44,1
Fruitservice Usa Inc.,44.400000000000006,3
Sky City Trucking Llc,44.400000000000006,4
Bravo Investment Ltd.,44.32,8
Subsea Global Solutions,44.31,12
Mark Hoogendoorn,44.28,30
Archer Uk Ltd.,44.24,2
Rds Auto Sales Ltd.,44.22,30
Pilkington North America Inc.,44.22,2
Zx Equipment Sales Llc,44.2,2
Chapel Steel,44.2,2
Liferafts Inc.,44.190000000000005,10
Banque De Polynesie,44.120000000000005,4
Khan Imp. Exp. Srl,44.099999999999994,4
Ryerson,44.08,4
Flexsys America L.P.A Subsidiary Or,44.08,2
Ctc Logistics Srl,44.08,2
Expeditors International P L,44.06,2
Crane Specialties,44.02,2
Tahiti Transit,44.0,2
Kennys Funland Llc Johnny Maples,44.0,2
Naviera Meximares S.A. De C.V.,44.0,2
Revolution Machine Tools,44.0,1
New Hudson Facades,44.0,2
Rainbow Amusement Co Inc.,44.0,2
Broad River Quarries L.L.C,44.0,2
Construction And Mining Services,44.0,2
Epc,44.0,2
Powdr Corp.,44.0,2
Emag L.L.C.,44.0,2
Salinas Y Fabres S A,43.94,2
Cf Industries Nitrogen Llc,43.89,1
Dakota Minitrucks,43.86,17
Matsqui Ag Repair,43.86,3
"Meister Technik Co., Ltd.",43.82,2
Pelletier Timber Harvesting Inc.,43.82,2
Applied Technical Services Inc.,43.8,1
Venetian Village Commercial Ltd.,43.8,2
Siemens Energy Inc. Steam Turbine,43.8,1
Fes Americas Llc,43.8,4
Franklin Fastener C O,43.68,2
Motive Spooling And Inspection Llc,43.67,1
New Fashion Pork Llp,43.66,1
Plaza Extra East,43.63,5
Compania Cofal Automotriz S.A.,43.62,4
Cablofil,43.6,2
Massy Motors (Guyana) Ltd.,43.58,2
Ryeco Llc,43.57,2
Global Harvest Produce,43.56,2
Oishii Imp. Llc,43.55,17
Cargomar Srl,43.54,2
Carisam Samuel Meisel (Fl) Inc.,43.52,218
Esa,43.51,3
Alstom,43.5,5
Polyset Co. Inc.,43.5,2
Sanval Fine Mexico Sa De Cv,43.5,2
Sumika Semiconductor Materials Texa,43.45,1
Matthew Kerner,43.4,49
Steves Sons,43.4,2
Odfjell Tankers As,43.32,83
Aziende Riunite Caffe Sp A,43.24,2
Sia Ste D Importation Automobile,43.24,4
Toy Factory Co. Inc.,43.23,5
"Yamaha Motor Co., Ltd.",43.21,3
Arawak & Co.,43.2,2
Capital Express International Inc.,43.18,29
Cho America Inc. Cho Amerique Inc.,43.17,1
Yowell International,43.13,1
Ideal Autos Inc.,43.1,6
Buffalo Framing And Truss Llc,43.1,2
Intersupply Corp. S.A.S,43.07,1
Western Fresh Marketing,43.03,4
Vantage Freight Services (Pty) ) Ltd.,43.0,1
Aj,43.0,2
Bestboats Exclusive Motoryachts,43.0,2
Disa Industries,43.0,1
Gear One,42.980000000000004,10
Ambrogio North America Llc,42.94,2
To Avelino Abreu S.A.S. Aut. Duar,42.9,2
American Cargocare Inc.,42.88,2
Lbm Advantage Inc.,42.84,2
0126 Av Bn 03 Co B0 Rear Det,42.84,6
Deshon Y Cia Hyundai,42.839999999999996,6
Ofshipper,42.82,2
Nanotherm Therapeutics Inc.,42.8,2
Safan Darley N.A. Llc,42.8,2
Gary Motors,42.78,22
Ultimate Motors & Parts,42.74,34
Stara Lot #821,42.72,3
Structural Wear Products,42.68,2
Pizarro Pile Inc.,42.64,1
Air Flo Mfg. Co. Inc.,42.62,2
Carbones Del Cerrejon Ltd.,42.6,2
Unibank S.A Port Au,42.56,2
Bill Forge De Mexico,42.54,2
0101 Sc Bn Co A0 Rear Det,42.52,6
Family Budget Auto Sales,42.51,30
Leidos Inc.,42.5,2
Hog Technologies,42.48,4
Laship Llc,42.4,2
Flint Engine South 15,42.38,2
Geodis Wilson Nouvelle Caledonie,42.32,6
Fe2805 412 Lrs Lgrm,42.28,2
Iconic Marine Group,42.260000000000005,4
Island Production Inc.,42.25,1
Quality Equipment And Parts Inc.,42.2,2
Select Equipment Sales Inc.,42.18,1
Idec,42.18,2
Kenny Spears,42.18,46
Inversiones Caremo Srl,42.18,6
Matrix Life Science Inc.,42.16,1
Green Shutter Teas,42.16,2
Autohaus Jakob Gmb H,42.12,2
Race Car Only Llc,42.1,4
Keller North America In,42.08,7
Excel Metals Llc,42.08,1
Mid State Machine Products Inc.,42.06,7
Palace Playland Associates Llc,42.0,1
Rides Llc,42.0,2
Skyline Marine,42.0,4
"Mft Co., Ltd.",42.0,2
Co2 Sync Llc,42.0,1
Leavitt Machinery Ceneral Partnerss,42.0,3
Djl Properties Llc,42.0,2
Bridgea Expressa Corpa A,42.0,4
Texas Marine Agency Inc.,42.0,2
Technipfmc Guyana Inc.,41.99,1
Factory Right Hand Drive Llc,41.94,12
0126 Av Bn 03 Co E Det 3 Rear,41.92,3
Coastal Classic Cars Llc,41.9,22
Unipres Mexicana Sa De Cv,41.89,1
Geodis Wilson Polynesie,41.879999999999995,10
Blair Strip Steel,41.87,1
Maeda America Inc.,41.86,2
Dmv Usa Inc.,41.86,2
Anguel Mantchev,41.839999999999996,31
Kenny Equipment Llc,41.82,3
United States Air Force,41.81,1
"Machinery Management Co., Ltd.",41.8,2
Kemper Equipment,41.760000000000005,4
Battlefield Equipment Rentals,41.72,12
Double Mint Imp. Llc,41.68,12
Hiwin Technology Inc.,41.64,1
110 Sand Co.,41.64,2
Usa Depot Letterkeny,41.62,2
Center Rock Mason Dixon,41.6,2
Emco Corp.,41.58,1
Rockville Metals,41.58,1
Hme Holding Group Llc,41.56,2
Fulton Mill Service Co.,41.5,1
Define Motors Inc.,41.5,48
All Ways International,41.5,22
Elite Vancouvermotors,41.44,4
Intl Vehicle Shipping Serv,41.42,8
Empire Cat,41.4,1
Commodity International,41.4,2
Landum Industria,41.4,2
Pnc Bank,41.4,2
Commodity International Ltd.,41.4,2
Gmz Sales And Logistics Inc.,41.4,2
Systec S A,41.3,2
To Grupo Q Guatemala S.A.,41.29,2
Magna Mirrors Of America,41.26,2
Scuderia Motoparts Srl,41.239999999999995,10
Tracks World Wide,41.2,2
Caribe Maquinter,41.2,1
Zentis North America Llc,41.18,4
Gecolsa Y O Alsertec S A S,41.16,2
Howard Industries Inc.,41.15,2
Jr Equipment. Llc,41.14,2
Air Flo C O Feralloy Processing,41.1,2
Rm Group Holdings Llc,41.1,2
Jolie Skin Co.,41.089999999999996,5
Crescent City Amusement Llc,41.0,2
Sgs Holdings Llc,41.0,2
Event Catering Inc.,41.0,2
Earle M Jorgensen Co.,41.0,2
Bending Laser Machine Group Mexico,41.0,2
Mitchell Brothers And Son Inc.,41.0,2
Western Trailer C O Green Transfer,40.96,2
Discover & Deliver Ltd.,40.88,28
Motor City Solutions Inc.,40.84,2
Dodaac W587 Jh,40.84,1
Oshkosh Aerotech,40.82,1
Hyundai Fidocar Sa,40.800000000000004,4
Efs Plastics Us Inc.,40.8,2
Imc Construction Group,40.72,5
Smitma Bv,40.72,2
Schlumberger Logelco Inc.,40.7,1
Kincaid Equipment Mfg.,40.7,4
Ats International Inc.,40.7,2
Ge Aviation,40.68,2
Norel Animal Nutrition Usa Inc.,40.68,2
Baileys,40.66,2
Clx Logistics Llc,40.64,2
Shanghai Resources S.A De C.V.,40.63,1
Jas Projects Oil & Gas,40.62,1
Efacec Chile S.A.,40.6,2
Mncr Arrendadora Sa De Cv,40.6,2
Mnp Corporation,40.6,2
New World Shipping,40.6,2
Welton Shipping Co. Inc.,40.6,1
W8 Tt Ca Arng Mates 1,40.58,2
E.A.R. Management,40.56,6
Merged,40.52,8
Kaercher Municipal North America Co.,40.5,5
3 For 8 Trading International,40.5,1
Samuel & Son Co. Inc.,40.46,2
Technipfmc,40.46,15
Alfa Motors Inc.,40.459999999999994,7
Cleveland Brothers Equip,40.42,4
Caribe Freight Forwaring Dba Caribe,40.4,2
P4 P Construction Llc,40.4,1
Dmg Mori Usa Inc. Chicago,40.39,1
Aireko Services And Installations,40.379999999999995,10
Willshire International Mgmt Corp.,40.37,1
Weatherford Mini Trucks,40.339999999999996,6
Caribbean All Metal Recyclers Corp.,40.27,11
Stahl S.A.C.,40.24,1
Krismar Usa Inc.,40.22,8
Montecucco Farms,40.2,2
Rio Tinto Distribution Center,40.2,1
Trilogy Machinery,40.2,6
W34 Tcu,40.09,4
Russell Mojica,40.08,38
Jati Transport Sdn Bhd,40.08,8
Innospec Fuel,40.08,1
Walker Coffee Trading Lp,40.08,2
Crown Automotives N.V.,40.06,8
Ryerson Mobile,40.04,2
Sikorsky,40.019999999999996,6
Mermac Leasing Ltd.,40.0,4
Ge Electric North America,40.0,2
Jbv H2 O Llc,40.0,2
Clark Equipment Rental,40.0,2
Shark Glass Recycling Se Llc.,40.0,2
Kharmitek Co Llc,40.0,2
M Y Rivage Llc,40.0,2
S M C Llc,40.0,1
Grupo Verque S.A. De C.V.,40.0,2
Osborne Contractors Llc,40.0,1
Ruc 20600622324,40.0,1
Global Tractor,40.0,1
Global Construction Machineries Usa,40.0,2
Brewco Marketing Group,40.0,4
Pacific Wagon Depot Ltd.,40.0,2
Kotug Seabulk Maritime Llc,40.0,1
Spliethoff Transport Bv,40.0,2
Capital Logistics,40.0,2
Spring Brook Marina,40.0,2
The Procter & Gamble,40.0,2
Carina Voyager,40.0,6
Combined Refrigeration Resources,40.0,1
The Procter & Gamble Distributing L,40.0,2
Bliss Management Llc Charter,39.949999999999996,5
Natixis For Account,39.92,6
Mhi Rj Aviation Inc.,39.92,3
Qazaq Auto Group,39.879999999999995,14
The Nisshin Oillio Group Ltd.,39.83,1
Fuerst Day Lawson (Usa) Ltd.,39.81,2
Ez Blockchain Llc,39.78,2
Persico Usa Inc.,39.77,1
Nippon Steel Tradin,39.739999999999995,2
Clean Harbors Env. Ser,39.69,5
Usl Consolidators Llc,39.68,6
Japan Tuna Fisheries,39.66,4
Us Despatch Agency,39.66,2
Powerscreen Texas,39.6,2
Egger Wood Products Llc,39.6,2
Fair Trade Imp. Llc,39.6,16
Hexco Global Fze,39.6,2
"Oxyde Chemicals Singapore Pte., Ltd.",39.56999999999999,2
Suramericana De Montacargas,39.56,2
Ami Sta,39.5,16
Iyke Moore The Two Autos,39.47,32
Maxbet Llc,39.46,1
Gfaco Srl,39.4,1
High Seas Trading Co.,39.36,149
Hoshi Motion,39.32,24
Troop Enterprises Llc,39.3,4
Konecranes Lifting Businesses Tm,39.28,2
Metso Cap Equip,39.24,2
Takisawa,39.22,2
3 V Sigma Usa Inc. 888 Woodstock,39.2,2
Motor Truck Distributors Nz Ltd.,39.2,4
Survitec Miami,39.19,3
Wirth Steel A General Partnership,39.18,2
Raymond Samuels,39.18,32
Eduardo Castaneda,39.12,36
Lake Park Tool & Machine,39.09,1
Ofcumic Steel Usa Inc.,39.08,2
"Fujishiro Motors Co., Ltd.",39.08,2
Caymus Vineyards,39.04,2
Max Henry Rios,39.02,21
High Speed Machinery Technologies C,39.0,1
Sterman Masser Inc.,39.0,2
Republic Lagun Machine Tool Co.,39.0,1
Faccin Usa. Inc.,39.0,1
Abs Remorques Inc.,38.94,2
Ahli United Bank,38.91,10
A.A.Bin Hindi Co Bsc (C),38.900000000000006,6
Southern Plains Equipment,38.9,3
Vacaya Llc Group,38.81,7
Jora Imp. Llc,38.8,11
Petropol,38.8,2
Dsv Ocean,38.78,1
Pedigree Motorcars,38.76,14
Porsche Colombia S.A.S,38.74,2
Central Steel Service Inc.,38.72,2
Asama Coldwater Mfg. Inc.,38.72,2
A6 Jung North America Llc.,38.72,2
Aero Mag Lga Llc,38.64,2
Dana Corporation Sterling,38.64,3
Aceros Alcaldes.A. De C.V.,38.62,2
Auto Guadeloupe Developpement,38.6,4
Trans Global Logistics Europe Gmb H,38.6,18
Ivarson Inc.,38.58,3
Stephany Cargo Express Srl,38.56,2
Naos Yachting Inc.,38.54,2
Siemens Energy Inc. 8841 Wadford,38.54,1
Mafi Technology Corp.,38.480000000000004,4
Errol Azofeifa Castro.,38.480000000000004,19
Sun Valley Auto Sales,38.48,13
Jdm Rhd Car & Motorcycle Llc,38.44,19
Ati Auto Transport International,38.44,16
Bdk International Distributors Inc.,38.44,2
Waste Management Co Covanta Essex,38.4,4
Auto Simplified,38.4,30
Princess Yachts Australia,38.4,2
Argosy Llc,38.36,4
Feam Aero,38.33,2
Lohr De Mexico Sa De Cv,38.33,2
Q&B Foods,38.31,1
Bull Moose Tube Compamy,38.28,2
Scripps Institution Of Oceanography,38.28,2
Kapco Inc.,38.24,4
0126 Av Bn 03 Coedet2 Reart32,38.24,1
Lindsay Transportation Solutions,38.2,2
Arab,38.2,6
Pg Del Pacifico,38.14,2
Lotus Auckland,38.12,4
American Marine Safety,38.1,63
Retro & Serv,38.1,2
Kalu Trading Co.,38.06,14
Midnight 42 Llc,38.0,2
Circle C Equipment,38.0,2
La Vigie Sailing 450 F Llc,38.0,1
Adm Sea Investment Llc,38.0,1
Swift Ag And Repair Llc,38.0,1
Bg Steel Supply,38.0,1
Sogetra,38.0,2
Dc Lynch Shows Inc.,38.0,2
Tx Motors,37.980000000000004,16
Bernhard Rothfos Gmb H,37.97,1
Pa Flax Project Cooperative Inc.,37.95,3
Agustawestland Philadelphia Corp,37.92,8
Hcr Racing Llc,37.86,2
Lassonde Pappas & Comany Inc.,37.84,2
Capital Logistics International Ll,37.8,6
Bahamas Bulk Materials Ltd.,37.7,2
Car City Inc.,37.68,10
Horizon Airfreight,37.65,1
Structurecraft Builders Usa Inc.,37.64,2
Brenntag Puerto Rico Plaza Bairoa,37.54,11
Mapei Corporation,37.519999999999996,4
Mariner Internationaltravel Inc.,37.510000000000005,2
Rolls Royce North America,37.51,1
Emball'iso Inc.,37.43,4
Ykk Usa Inc.,37.4,2
Quality Motor S A Cedula,37.4,2
Russel Metals Inc. Alberta,37.34,2
Pester Usa Inc.,37.34,4
0065 Mp Co Mp Co. Abn,37.34,2
Elite Rv (Pty) ) Ltd.,37.32,3
Prestige Motors Sa,37.3,2
Chilli Enterprise Imp.,37.26,6
Ftr Logistics Project Sas,37.24,2
Koolmees Equipment Inc.,37.24,2
Bechtel Mfg. & Technology,37.19,2
Korpan Tractor,37.18,3
Eaton Steel Corporation,37.17,2
Bolzoni Auramo Inc.,37.16,6
Dp & Jp Services,37.12,16
Caravan Shippers Gmb H,37.1,5
Rushmore Interprises Inc.,37.08,1
Anx Motors Llc,37.08,15
Trading Services Uc S.A.S.,37.04,2
Elisa Pichardo Bierd,37.04,34
Hank,37.02,2
Embotelladora Fersan S.A. De C.V.,37.0,2
Yacht Sales International,37.0,4
Southern States Toyota Lift,37.0,2
Billings Airport,37.0,2
Hypec Inc.,37.0,1
Imp. Exp. Amcar Ltda,37.0,2
Hanse Yachts Aktiengesellschaft,36.94,6
Reach Media,36.89,7
Inversiones Daleja Srl,36.82,6
Nachi Tool America Inc.,36.78,2
Les Products Metalliques A.T. Inc.,36.76,2
Vvf Illinois Servies Llc,36.75,2
Compania Agropecuaria Copeval S A,36.72,4
Onesubsea Llc,36.7,2
Evraz Inc. Na Canada Evraz Regina St,36.7,1
Framecad America Inc.,36.68,1
Wilhelmsen Ship Manhattan,36.68,32
Koenig & Bauer Latam Sapi De Cv,36.6,2
Tna Imp. Llc,36.589999999999996,49
Neostyl Llc,36.57,27
Van Industries,36.56,2
Btb Usa Corp.,36.53,1
Omnisource Corp.,36.52,2
Aviagen New Zealand Ltd.,36.52,2
Pembina Pipeline,36.5,1
Emilio Adams,36.480000000000004,9
Invest Bank,36.46,2
West Indian Traders Inc.,36.41,1
Hamilton,36.400000000000006,2
Smartlam Na Enterprises Us Llc,36.4,2
Machinery & Energy Ltd. | Tax Id 100,36.4,2
Cma Cgm Pregolia 2739 Signal Parkway,36.31,103
Edge Metal Works,36.3,4
Ebm Papst Inc.,36.3,2
Ortalis Concrete,36.29,1
Lv Logistics Uk,36.28,10
Jbt Aerotech,36.28,2
Ohio Auto Hub Llc,36.28,6
W1 Pe 842 D Trans Bn,36.28,2
Advance Steel Co.,36.26,1
Van Industries Inc.,36.26,2
Equistar Chemical Lp,36.24,2
Resansil Sa Panama Arturo Arauz H,36.22,2
Resansil S.A. (Panama),36.22,2
Rigging Gear Sales,36.22,2
Bauer Foundation,36.2,2
Jr Roads Llc,36.2,2
0006 In Bn 04 Combined Arms B,36.13,1
Gray,36.12,2
Sw3115 Us Dept Of Defense,36.11,1
Rheinmetall Man Military Vehicles,36.08,2
Nedrac Inc.,36.06,20
World Imp. Usa Inc.,36.04,16
Transocean Offshore Deepwater,36.01,3
Zeelander Yachts,36.0,2
Elecnor Servicios Y Proyectos S.A.,36.0,2
Gilette Shows Inc.,36.0,2
Funways Inc.,36.0,2
Kejay Farms,36.0,2
Nmt Projects International,36.0,2
Solvay Chemicals Inc.,36.0,1
Tso Catenaires,36.0,2
Vertiv Mexico S.A De C.V,36.0,1
Vestas American Wind Technology,36.0,1
Mainroad Maintenance Products Lp,36.0,6
Deere Construction & Forestry,35.98,2
Logistica Integral Tayrona S A S,35.94,2
Stitchin Heaven,35.93,6
A.F. Seideman Co Inc.,35.92,2
Carrox Ltd.,35.92,2
Jet Propulsion Laboratory,35.9,3
Precision Custom Components Llc,35.88,1
Sandvik Mining And Construction Usa,35.84,2
Ofthe Scotiabank,35.84,2
Safetek Emergency Vehicles Ltd.,35.82,1
Quito Motors S A Comercial E Indus,35.82,2
Intl Flavors,35.81,2
Innovative Materials&Refractories,35.78,1
Riverview Steel,35.75,1
