Consignee_Harmonized,Port of Loading (F),Country of Origin (F),Shipper_Harmonized,Tons,Consignee_Entity_ID,Pct_of_Entity_Total,Route_Rank
Puerto Rico Energy,"Lome, Togo",Togo,Trafigura,11620.0,PUERTO-RICO-001,0.46,35.0
Puerto Rico Energy,"Palermo, Italy",Italy,Ingeniera Servicio,10694.0,PUERTO-RICO-001,0.42,36.0
Puerto Rico Energy,"Asnaes, Denmark",Denmark,Neste Oil Oyj,9494.0,PUERTO-RICO-001,0.37,37.0
Puerto Rico Energy,"Skoldvik, Finland",Finland,Neste Oyj,8566.0,PUERTO-RICO-001,0.34,38.0
Puerto Rico Energy,"Barranquilla, Colombia",Colombia,Elite Logistics Zf S.A.S,8114.0,PUERTO-RICO-001,0.32,39.0
Puerto Rico Energy,"Amsterdam, Netherlands",Netherlands,Totalenergies Trading Sa,7751.88,PUERTO-RICO-001,0.3,40.0
Puerto Rico Energy,"Barranquilla, Colombia",Colombia,Odin Petroil S.A. En Reestructuraci,7553.36,PUERTO-RICO-001,0.3,41.0
Puerto Rico Energy,"Clarkson, Ont, Canada",Canada,Petro Canada Lubricants Inc.,6892.47,PUERTO-RICO-001,0.27,42.0
Puerto Rico Energy,"All Other Colombian Caribbean Region Ports, Colombia",Colombia,Odin Petroil S.A. En Reestructuraci,6199.93,PUERTO-RICO-001,0.24,43.0
Puerto Rico Energy,"Puerto Drummond, Colombia",Colombia,Odin Petroil S.A.,5791.07,PUERTO-RICO-001,0.23,44.0
Puerto Rico Energy,"All Other St. Croix Virgin Islands, Virgin Islands (U.S.)",Virgin Islands (U.S.),Antilles Trading Co.,4756.0,PUERTO-RICO-001,0.19,45.0
Puerto Rico Energy,"Charlotte Amalie, St. Th, Virgin Islands (U.S.)",Virgin Islands (U.S.),Pc Puerto Rico Usvi Fuel Services,4.0,PUERTO-RICO-001,0.0,46.0
Ril Usa Inc.,"Bedi, India",India,Reliance Industries,1049523.27,,75.23,1.0
Ril Usa Inc.,"All Other India West Coast Ports, India",India,Reliance Industries,195523.58,,14.01,2.0
Ril Usa Inc.,"Mangalore, India",India,Mangalore Refinery And,73179.76,,5.25,3.0
Ril Usa Inc.,"Antwerp, Belgium",Belgium,Totsa Totalenergies Trading Sa,41602.0,,2.98,4.0
Ril Usa Inc.,"Le Havre, France",France,Total Energies Raffinage France,13830.0,,0.99,5.0
Ril Usa Inc.,"All Other Norway Ports, Norway",Norway,Eni Trade And Bio Fuels,8989.5,,0.64,6.0
Ril Usa Inc.,"Rotterdam, Netherlands",Netherlands,BP,3974.68,,0.28,7.0
Ril Usa Inc.,"Braefoot Bay, United Kingdom",United Kingdom,Eni Trade And Bio Fuels,3235.38,,0.23,8.0
Ril Usa Inc.,"Le Havre, France",France,Totsa Totalenergies Trading Sa,2654.0,,0.19,9.0
Ril Usa Inc.,"Soyo Oil Terminal, Angola",Angola,Angola Lng Ltd. Opco Sociedade,2618.0,,0.19,10.0
Sesco Cement Corp.,"Ad Dammam, Saudi Arabia",Saudi Arabia,Saudi Cement Co.,943974.0,,48.9,1.0
Sesco Cement Corp.,"All Other Turkey Black Sea and Sea of Marmara Port, Turkey",Turkey,Nuh Cimento Sanayi A.S.,517618.0,,26.81,2.0
Sesco Cement Corp.,"Alexandria, Egypt",Egypt,Amreyah Cement Co.,127874.0,,6.62,3.0
Sesco Cement Corp.,"Alexandria, Egypt",Egypt,Royal El Minya Cement Co.,77894.0,,4.04,4.0
Sesco Cement Corp.,"Alexandria, Egypt",Egypt,Cleopatra Industries For Building,67198.0,,3.48,5.0
Sesco Cement Corp.,"Abu Kir Bay, Egypt",Egypt,Amreyah Cement Co.,58844.0,,3.05,6.0
Sesco Cement Corp.,"Abu Kir Bay, Egypt",Egypt,Cleopatra Industries For Building,45050.0,,2.33,7.0
Sesco Cement Corp.,"Abu Kir Bay, Egypt",Egypt,Royal El Minya Cement Co.,43686.0,,2.26,8.0
Sesco Cement Corp.,"Damietta, Egypt",Egypt,Amreyah Cement Co.,35474.2,,1.84,9.0
Sesco Cement Corp.,"Damietta, Egypt",Egypt,Cleopatra Industries For Building,6764.12,,0.35,10.0
Sesco Cement Corp.,"Damietta, Egypt",Egypt,Royal El Minya Cement Co.,5997.64,,0.31,11.0
Shell,"Esmeraldas, Ecuador",Ecuador,Ep Petroecuador,740501.41,SHELL-001,30.34,1.0
Shell,"Pointe A Pierre, Trinidad and Tobago",Trinidad and Tobago,Heritage Petroleum,311682.54,SHELL-001,12.77,2.0
Shell,"Sao Paulo, Brazil",Brazil,Shell Brazil Petroleo Ltda,205370.88,SHELL-001,8.42,3.0
Shell,"Sao Paulo, Brazil",Brazil,Karoon Petroleo & Gas Ltda,168864.67,SHELL-001,6.92,4.0
Shell,"Sao Paulo, Brazil",Brazil,Shell Brasil Petroleo Ltda,159199.0,SHELL-001,6.52,5.0
Shell,"All Other Colombian Caribbean Region Ports, Colombia",Colombia,Frontera Energy Colombia Corp.,145873.96,SHELL-001,5.98,6.0
Shell,"Sao Paulo, Brazil",Brazil,Shell,141477.87,SHELL-001,5.8,7.0
Shell,"All Other Nigeria Ports, Nigeria",Nigeria,Newcross Exploration,132341.0,SHELL-001,5.42,8.0
Shell,"All Other Brazil Ports South Of Recife, Brazil",Brazil,Shell,106023.46,SHELL-001,4.34,9.0
Shell,"Esmeraldas, Ecuador",Ecuador,Ep Petroecuador Alpallana Y Av. 6 D,78207.82,SHELL-001,3.2,10.0
Shell,"Esmeraldas, Ecuador",Ecuador,Ep Petroecuador Alpallana,72147.26,SHELL-001,2.96,11.0
Shell,"Balao, Ecuador",Ecuador,Ecopetrol,52430.76,SHELL-001,2.15,12.0
Shell,"Esmeraldas, Ecuador",Ecuador,Ep Petroecuador Alpallana Y Av 6,48144.52,SHELL-001,1.97,13.0
Shell,"All Other Argentina Ports, Argentina",Argentina,Vista Energy Argentina Sau,34595.78,SHELL-001,1.42,14.0
Shell,"All Other Argentina Ports, Argentina",Argentina,Petroleos Sudamericanos Sa,12634.38,SHELL-001,0.52,15.0
Shell,"All Other Argentina Ports, Argentina",Argentina,Oilstone Energia Sa,9475.78,SHELL-001,0.39,16.0
Shell,"All Other Argentina Ports, Argentina",Argentina,Shell Argentina Sa,8022.38,SHELL-001,0.33,17.0
Shell,"Balao, Ecuador",Ecuador,Geopark Colombia S.A.S.,5248.67,SHELL-001,0.22,18.0
Shell,"Rotterdam, Netherlands",Netherlands,Shell Chemicals Europe Bv,4505.26,SHELL-001,0.18,19.0
Shell,"Point Tupper, Cbi, Canada",Canada,Ampol Us Trading Llc,2727.12,,0.11,20.0
Shell,"Esmeraldas, Ecuador",Ecuador,Geopark Colombia S.A.S.,872.7,SHELL-001,0.04,21.0
Sudati,"All Other Brazil Ports South Of Recife, Brazil",Brazil,Sudati,2950576.51,SUDATI-001,99.94,1.0
Sudati,"Sao Francisco Do Sul, Brazil",Brazil,Sudati,1327.16,SUDATI-001,0.04,2.0
Sudati,"All Other Brazil Ports South Of Recife, Brazil",Brazil,Conply Industria De Compensados Ltd.,323.65,SUDATI-001,0.01,3.0
Sudati,"Sao Paulo, Brazil",Brazil,Sudati,54.6,SUDATI-001,0.0,4.0
Suncor Energy,"Come By Chance, Nfld, Canada",Canada,Suncor International Energy & Trading,766977.1,SUNCOR-001,25.43,1.0
Suncor Energy,"Montreal, Que, Canada",Canada,Suncor Energy,693928.74,SUNCOR-001,23.01,2.0
Suncor Energy,"Vancouver, BC, Canada",Canada,Suncor Energy,399500.35,SUNCOR-001,13.25,3.0
Suncor Energy,"Whiffen Head, Nfld, Canada",Canada,Suncor International Energy & Trading,212649.0,SUNCOR-001,7.05,4.0
Suncor Energy,"Arzew, Algeria",Algeria,Suncor Energy,198956.0,SUNCOR-001,6.6,5.0
Suncor Energy,"Whiffen Head, Nfld, Canada",Canada,Suncor Energy,185106.0,SUNCOR-001,6.14,6.0
Suncor Energy,"Come By Chance, Nfld, Canada",Canada,Suncor Energy,179202.0,SUNCOR-001,5.94,7.0
Suncor Energy,"Arzew, Algeria",Algeria,Sonatrach Activite,93920.0,SUNCOR-001,3.11,8.0
Suncor Energy,"Arzew, Algeria",Algeria,Suncor International Energy & Trading,89833.0,SUNCOR-001,2.98,9.0
Suncor Energy,"Hound Point, United Kingdom",United Kingdom,Apache North Sea Ltd.,53690.0,SUNCOR-001,1.78,10.0
Suncor Energy,"Quebec, Que, Canada",Canada,Suncor Energy,23642.82,SUNCOR-001,0.78,11.0
Suncor Energy,"Come By Chance, Nfld, Canada",Canada,Canada Hibernia Holding Corp.,22175.0,SUNCOR-001,0.74,12.0
Suncor Energy,"Tracy, Que, Canada",Canada,Suncor Energy,20560.0,SUNCOR-001,0.68,13.0
Suncor Energy,"Sarnia, Ont, Canada",Canada,Suncor Energy,20293.0,SUNCOR-001,0.67,14.0
Suncor Energy,"Come By Chance, Nfld, Canada",Canada,Murphy Canada,16957.0,SUNCOR-001,0.56,15.0
Suncor Energy,"Hound Point, United Kingdom",United Kingdom,Shell Uk Ltd.,12206.0,SUNCOR-001,0.4,16.0
Suncor Energy,"Hound Point, United Kingdom",United Kingdom,Waldorf Cns (Ii) Ltd.,10450.0,SUNCOR-001,0.35,17.0
Suncor Energy,"Hound Point, United Kingdom",United Kingdom,Waldorf Operations Ltd.,10393.0,SUNCOR-001,0.34,18.0
Suncor Energy,"Hound Point, United Kingdom",United Kingdom,Bridge Petroleum 1 Ltd.,2405.0,SUNCOR-001,0.08,19.0
Suncor Energy,"Hound Point, United Kingdom",United Kingdom,Waldorf Production Ltd.,917.0,SUNCOR-001,0.03,20.0
Suncor Energy,"Hound Point, United Kingdom",United Kingdom,Eni Ukcs Ltd.,905.0,SUNCOR-001,0.03,21.0
Suncor Energy,"Hound Point, United Kingdom",United Kingdom,Eni Eglin Franklin Ltd.,774.0,SUNCOR-001,0.03,22.0
Ternium,"Sepetiba Bay, Brazil",Brazil,Ternium,6199304.0,TERNIUM-001,74.05,1.0
Ternium,"All Other Viet Nam Ports, Vietnam",Vietnam,Formosa Ha Tinh Steel,756661.0,TERNIUM-001,9.04,2.0
Ternium,"All Other Indonesia Ports, Indonesia",Indonesia,Pt . Dexin Steel Indonesia,304236.32,TERNIUM-001,3.63,3.0
Ternium,"Pecem, Brazil",Brazil,ArcelorMittal,194815.14,TERNIUM-001,2.33,4.0
Ternium,"All Other Indonesia Ports, Indonesia",Indonesia,Pt . Dexin Steel Indonesia Gedung,154965.4,TERNIUM-001,1.85,5.0
Ternium,"All Other Brazil Ports North Of Recife, Brazil",Brazil,ArcelorMittal,98956.0,TERNIUM-001,1.18,6.0
Ternium,"All Other Malaysia Ports, Malaysia",Malaysia,Eastern Steel Sdn Bhd,98661.0,TERNIUM-001,1.18,7.0
Ternium,"Kuantan, Malaysia",Malaysia,Eastern Steel Sdn Bhd,93281.02,TERNIUM-001,1.11,8.0
Ternium,"All Other Brazil Ports South Of Recife, Brazil",Brazil,Usinas Siderurgicas De Minas Gerais,69972.22,TERNIUM-001,0.84,9.0
Ternium,"Paradip, India",India,Tata Steel Ltd.,59705.48,TERNIUM-001,0.71,10.0
Ternium,"All Other Brazil Ports South Of Recife, Brazil",Brazil,Usinas Siderurgicas De Minas Gerais S.A.,55306.61,TERNIUM-001,0.66,11.0
Ternium,"Taichung, Taiwan",Taiwan,China Steel Corporation,53267.67,TERNIUM-001,0.64,12.0
Ternium,"Praia Mole, Brazil",Brazil,Gerdau Acominas S.A.,48144.09,TERNIUM-001,0.58,13.0
Ternium,"All Other Saudi Arabia Ports, Saudi Arabia",Saudi Arabia,Saudi Iron And Steel Co.,46714.14,TERNIUM-001,0.56,14.0
Ternium,"Sao Paulo, Brazil",Brazil,Usinas Siderurgicas De Minas Gerais,45207.82,TERNIUM-001,0.54,15.0
Ternium,"All Other Argentina Ports, Argentina",Argentina,Terrium Argentina S.A,42811.7,TERNIUM-001,0.51,16.0
Ternium,"Praia Mole, Brazil",Brazil,Usinas Siderurgicas De Minas Gerais S.A.,27214.33,TERNIUM-001,0.33,17.0
Ternium,"Yawata, Japan",Japan,Marubeni Itochu Steel Inc.,5292.66,TERNIUM-001,0.06,18.0
Ternium,"Kimitsu, Japan",Japan,Marubeni Itochu Steel Inc.,5007.79,TERNIUM-001,0.06,19.0
Ternium,"All Other Viet Nam Ports, Vietnam",Vietnam,"Posco Vietnam Co., Ltd.",4930.98,TERNIUM-001,0.06,20.0
Ternium,"Veracruz, Mexico",Mexico,Ternium,3154.0,TERNIUM-001,0.04,21.0
Ternium,"Jebel Ali, United Arab Emirates",United Arab Emirates,Fabtech International Ltd.,2209.92,TERNIUM-001,0.03,22.0
Ternium,"Pyongtaek, South Korea",South Korea,"Dongbu Steel Co., Ltd.",1393.56,TERNIUM-001,0.02,23.0
Ternium,"Bilbao, Spain",Spain,Fagor Arrasate S Coop,479.0,TERNIUM-001,0.01,24.0
Ternium,"Aliaga, Turkey",Turkey,Kardemir Dis Ticaret As,252.31,TERNIUM-001,0.0,25.0
Ternium,"All Other South Korea Ports, South Korea",South Korea,"Dongbu Steel Co., Ltd.",154.58,TERNIUM-001,0.0,26.0
Ternium,"Busan, South Korea",South Korea,"Dongbu Steel Co., Ltd.",123.87,TERNIUM-001,0.0,27.0
Ternium,"Savona, Italy",Italy,John Cockerill Sa,39.14,TERNIUM-001,0.0,28.0
Toyota Motor Sales,"Gamagori, Japan",Japan,Toyota Motor Corporation,1665856.61,,79.19,1.0
Toyota Motor Sales,"Veracruz, Mexico",Mexico,Toyota Motor Mfg. De,170339.09,,8.1,2.0
Toyota Motor Sales,"Nagoya, Japan",Japan,Toyota Motor Corporation,95028.52,,4.52,3.0
Toyota Motor Sales,"Lazaro Cardenas, Mexico",Mexico,Toyota Motor Mfg De Guanajuato Sa D,70692.53,,3.36,4.0
Toyota Motor Sales,"All Other Japan Ports, Japan",Japan,Toyota Motor Corporation,49491.36,,2.35,5.0
Toyota Motor Sales,"All Other Japan Ports, Japan",Japan,Toyota Motor Corp.,34414.78,,1.64,6.0
Toyota Motor Sales,"Zeebrugge, Belgium",Belgium,Toyota Motor Europe Nv Sa,10263.42,,0.49,7.0
Toyota Motor Sales,"Veracruz, Mexico",Mexico,Toyota Motor Mfg De Guanajuato Sa D,4494.82,,0.21,8.0
Toyota Motor Sales,"Veracruz, Mexico",Mexico,Toyotamotor Mfg De Guanajuato Sa D,3068.16,,0.15,9.0
Toyota Motor Sales,"Southhampton, United Kingdom",United Kingdom,Toyota Motor Europe Nv Sa,6.14,,0.0,10.0
Trafigura,"Cartagena, Colombia",Colombia,Trafigura,885896.0,TRAFIGURA-001,18.71,1.0
Trafigura,"Balboa, Panama",Panama,Trafigura,813629.08,TRAFIGURA-001,17.18,2.0
Trafigura,"Armuelles, Panama",Panama,Trafigura,416504.0,TRAFIGURA-001,8.8,3.0
Trafigura,"Pennington, Nigeria",Nigeria,Trafigura,407616.0,TRAFIGURA-001,8.61,4.0
Trafigura,"Covenas, Colombia",Colombia,Trafigura,287566.0,TRAFIGURA-001,6.07,5.0
Trafigura,"Madre De Deus, Brazil",Brazil,Refinaria De Mataripe S.A.,237260.0,TRAFIGURA-001,5.01,6.0
Trafigura,"Bahia Blanca, Argentina",Argentina,Trafigura,215442.77,TRAFIGURA-001,4.55,7.0
Trafigura,"Al Basrah, Iraq",Iraq,Trafigura,147968.0,TRAFIGURA-001,3.13,8.0
Trafigura,"All Other Colombian Caribbean Region Ports, Colombia",Colombia,Trafigura,146962.86,TRAFIGURA-001,3.1,9.0
Trafigura,"Rio De Janeiro, Brazil",Brazil,Trafigura,133898.26,TRAFIGURA-001,2.83,10.0
Trafigura,"Al Fuhayhil, Kuwait",Kuwait,Trafigura,121722.0,TRAFIGURA-001,2.57,11.0
Trafigura,"All Other Kuwait Ports, Kuwait",Kuwait,Kuwait Petroleum Corp.,96500.0,TRAFIGURA-001,2.04,12.0
Trafigura,"All Other Peru Ports, Peru",Peru,Trafigura,80720.0,TRAFIGURA-001,1.7,13.0
Trafigura,"Fujairah, United Arab Emirates",United Arab Emirates,Trafigura,72078.0,TRAFIGURA-001,1.52,14.0
Trafigura,"Khor Al Zubair, Iraq",Iraq,Trafigura,70210.0,TRAFIGURA-001,1.48,15.0
Trafigura,"All Other Brazil Ports South Of Recife, Brazil",Brazil,Trafigura,56072.0,TRAFIGURA-001,1.18,16.0
Trafigura,"Amuay Bay, Venezuela",Venezuela,Nagano Trading Group Sa,55184.0,TRAFIGURA-001,1.17,17.0
Trafigura,"All Other Ghana Ports, Ghana",Ghana,Kosmos Energy Ghana Hc,49875.0,TRAFIGURA-001,1.05,18.0
Trafigura,"Caleta Cordova, Argentina",Argentina,Capex Sau,45548.35,TRAFIGURA-001,0.96,19.0
Trafigura,"Caleta Cordova, Argentina",Argentina,Compania General De Combustibles,45125.16,TRAFIGURA-001,0.95,20.0
Trafigura,"Pembroke, United Kingdom",United Kingdom,Valero,43996.0,TRAFIGURA-001,0.93,21.0
Trafigura,"Barranquilla, Colombia",Colombia,Ecopetrol,43182.0,TRAFIGURA-001,0.91,22.0
Trafigura,"All Other Argentina Ports, Argentina",Argentina,Trafigura,40586.0,TRAFIGURA-001,0.86,23.0
Trafigura,"Porto De Sines, Portugal",Portugal,Petrogal S.A.,34621.09,TRAFIGURA-001,0.73,24.0
Trafigura,"Bahia Blanca, Argentina",Argentina,Transportadora De Gas Del Sur Sa,26820.0,TRAFIGURA-001,0.57,25.0
Trafigura,"Rio Grande, Brazil",Brazil,Braskem S.A.,15000.0,TRAFIGURA-001,0.32,26.0
Trafigura,"Sept Iles, QUE, Canada",Canada,Amag Metal Gmb H,12396.06,TRAFIGURA-001,0.26,27.0
Trafigura,"Onsan, South Korea",South Korea,Gs Caltex Corporation,11696.0,TRAFIGURA-001,0.25,28.0
Trafigura,"Manzanillo, Mexico",Mexico,Trafigura,10762.0,TRAFIGURA-001,0.23,29.0
Trafigura,"Bahia Blanca, Argentina",Argentina,Emirates Aluminium (EGA),10666.0,TRAFIGURA-001,0.23,30.0
Trafigura,"Sao Paulo, Brazil",Brazil,Braskem Qpar Sa,10136.0,TRAFIGURA-001,0.21,31.0
Trafigura,"Belize, Belize",Belize,Puma Energy,9920.0,TRAFIGURA-001,0.21,32.0
Trafigura,"Rotterdam, Netherlands",Netherlands,Trafigura,9180.36,TRAFIGURA-001,0.19,33.0
Trafigura,"Caleta Cordova, Argentina",Argentina,Tecpetrol S.A.,9109.67,TRAFIGURA-001,0.19,34.0
Trafigura,"Sao Paulo, Brazil",Brazil,Braskem S.A. Cep 09270 901,8000.0,TRAFIGURA-001,0.17,35.0
Trafigura,"All Other Chile Ports, Chile",Chile,Minera Centinela,6902.16,TRAFIGURA-001,0.15,36.0
Trafigura,"Barranquilla, Colombia",Colombia,Odin Petroil Sa En Reestructuracion,6619.64,TRAFIGURA-001,0.14,37.0
Trafigura,"Sao Paulo, Brazil",Brazil,Nexa Recursos Minerais S.A.,6571.55,TRAFIGURA-001,0.14,38.0
Trafigura,"Rio De Janeiro, Brazil",Brazil,Braskem S.A.,6160.0,TRAFIGURA-001,0.13,39.0
Trafigura,"Haifa, Israel",Israel,Gadiv Petrochemical Industries Ltd.,5080.84,TRAFIGURA-001,0.11,40.0
Trafigura,"All Other Chile Ports, Chile",Chile,Corporacion Nacional Del Cobre De Chile,4010.82,TRAFIGURA-001,0.08,41.0
Trafigura,"All Other Chile Ports, Chile",Chile,Grace S.A.,4005.78,TRAFIGURA-001,0.08,42.0
Trafigura,"Onsan, South Korea",South Korea,Trafigura,2987.0,TRAFIGURA-001,0.06,43.0
Trafigura,"Mumbai, India",India,Trafigura,2916.63,TRAFIGURA-001,0.06,44.0
Trafigura,"Matarani, Peru",Peru,Sociedad Minera Cerro Verde S.A.A.,2801.44,TRAFIGURA-001,0.06,45.0
Trafigura,"Onsan, South Korea",South Korea,"Total Energies Trading Asia Pte., Ltd.",1921.0,TRAFIGURA-001,0.04,46.0
Trafigura,"All Other Chile Ports, Chile",Chile,Sociedad Contractual Minera Franke,892.38,TRAFIGURA-001,0.02,47.0
Trafigura,"Antofagasta, Chile",Chile,Sociedad Contractual Minera Franke,752.96,TRAFIGURA-001,0.02,48.0
Trafigura,"All Other Chile Ports, Chile",Chile,Santiago Metals Proyecto Dos Ltda,652.8,TRAFIGURA-001,0.01,49.0
Trafigura,"Belize, Belize",Belize,Liaka Freedom,642.0,TRAFIGURA-001,0.01,50.0
Valero,"Dos Bocas, Mexico",Mexico,PMI Trading,6511596.9,VALERO-001,18.46,1.0
Valero,"Orangestad, Aruba",Aruba,Chevron,5335034.52,VALERO-001,15.12,2.0
Valero,"Pajaritos, Mexico",Mexico,PMI Trading,2768623.54,VALERO-001,7.85,3.0
Valero,"Coatzacoalcos, Mexico",Mexico,PMI Trading,2212422.66,VALERO-001,6.27,4.0
Valero,"Quebec, Que, Canada",Canada,Valero,1957730.73,VALERO-001,5.55,5.0
Valero,"Campeche, Mexico",Mexico,PMI Trading,1670845.61,VALERO-001,4.74,6.0
Valero,"Pembroke, United Kingdom",United Kingdom,Valero,1605565.82,VALERO-001,4.55,7.0
Valero,"Salina Cruz, Mexico",Mexico,PMI Trading,947925.08,VALERO-001,2.69,8.0
Valero,"Altamira, Mexico",Mexico,PMI Trading,913889.19,VALERO-001,2.59,9.0
Valero,"Khor Al Zubair, Iraq",Iraq,State Oil Marketing Company (SOMO),877550.53,VALERO-001,2.49,10.0
Valero,"Al Basrah, Iraq",Iraq,State Oil Marketing Company (SOMO),617271.0,VALERO-001,1.75,11.0
Valero,"Vancouver, BC, Canada",Canada,Suncor Energy,417626.3,VALERO-001,1.18,12.0
Valero,"Khor Al Zubair, Iraq",Iraq,Gunvor Group,382974.0,VALERO-001,1.09,13.0
Valero,"Lazaro Cardenas, Mexico",Mexico,PMI Trading,363161.15,VALERO-001,1.03,14.0
Valero,"Aliaga, Turkey",Turkey,Star Rafineri As,325160.56,VALERO-001,0.92,15.0
Valero,"Cayo Arcas, Mexico",Mexico,PMI Trading,311232.08,VALERO-001,0.88,16.0
Valero,"Vancouver, BC, Canada",Canada,Cenovus Energy,263756.68,VALERO-001,0.75,17.0
Valero,"San Nicolas Bay, Aruba",Aruba,Chevron,262845.46,VALERO-001,0.75,18.0
Valero,"Khor Al Zubair, Iraq",Iraq,Galaxy Oil Fz Llc,237991.38,VALERO-001,0.67,19.0
Valero,"Levis, Que, Canada",Canada,Valero,234667.68,VALERO-001,0.67,20.0
Valero,"Al Fuhayhil, Kuwait",Kuwait,Kuwait Petrolium Corp.,229898.0,VALERO-001,0.65,21.0
Valero,"All Other Colombian Caribbean Region Ports, Colombia",Colombia,Ecopetrol,221474.61,VALERO-001,0.63,22.0
Valero,"Izmit, Turkey",Turkey,Turkiye Petrol Rafinerileri A.S,199673.04,VALERO-001,0.57,23.0
Valero,"All Other Cameroon Ports, Cameroon",Cameroon,Addax Petroleum Cameroon,188164.94,VALERO-001,0.53,24.0
Valero,"Freeport, Grand Bahama I, Bahamas",Bahamas,Aramco Americas,186900.0,VALERO-001,0.53,25.0
Valero,"Novorossiysk, Russia",Russia,Tengizchevroil,179303.0,VALERO-001,0.51,26.0
Valero,"Bedi, India",India,Reliance Industries,178401.76,VALERO-001,0.51,27.0
Valero,"All Other Iraq Ports, Iraq",Iraq,State Oil Marketing Company (SOMO),176390.08,VALERO-001,0.5,28.0
Valero,"Khor Fakkan, United Arab Emirates",United Arab Emirates,Galtrade Ltd.,174257.46,VALERO-001,0.49,29.0
Valero,"All Other Argentina Ports, Argentina",Argentina,Valero,167792.96,VALERO-001,0.48,30.0
Valero,"Vancouver, BC, Canada",Canada,Cenovus,161568.96,VALERO-001,0.46,31.0
Valero,"All Other Colombian Caribbean Region Ports, Colombia",Colombia,Trafigura,159148.0,VALERO-001,0.45,32.0
Valero,"Armuelles, Panama",Panama,Nnpc Trading Sa,153730.0,VALERO-001,0.44,33.0
Valero,"All Other Venezuela Ports, Venezuela",Venezuela,Petropiar,151906.0,VALERO-001,0.43,34.0
Valero,"All Other Colombian Caribbean Region Ports, Colombia",Colombia,Perenco Guatemala Ltd. Crd,151492.6,VALERO-001,0.43,35.0
Valero,"Vancouver, BC, Canada",Canada,Parkland Corp.,148445.94,VALERO-001,0.42,36.0
Valero,"All Other Mexico East Coast Region Ports, Mexico",Mexico,PMI Trading,148126.45,VALERO-001,0.42,37.0
Valero,"Vancouver, BC, Canada",Canada,Valero,145123.36,VALERO-001,0.41,38.0
Valero,"Veracruz, Mexico",Mexico,PMI Trading,133422.38,VALERO-001,0.38,39.0
Valero,"Coatzacoalcos, Mexico",Mexico,Pmi Commercio International S.A. De,132142.0,VALERO-001,0.37,40.0
Valero,"All Other Brazil Ports South Of Recife, Brazil",Brazil,Shell Brasil Petroleo Ltda,129071.37,VALERO-001,0.37,41.0
Valero,"Cristobal, Panama",Panama,Valero,125631.0,VALERO-001,0.36,42.0
Valero,"Ras At Tannurah, Saudi Arabia",Saudi Arabia,Aramco Trading Fujairah,124803.1,VALERO-001,0.35,43.0
Valero,"Milford Haven, United Kingdom",United Kingdom,Valero,116834.0,VALERO-001,0.33,44.0
Valero,"Khor Al Zubair, Iraq",Iraq,Vs Petroleum Dmcc,110242.9,VALERO-001,0.31,45.0
Valero,"All Other Iraq Ports, Iraq",Iraq,Gunvor Group,108903.0,VALERO-001,0.31,46.0
Valero,"Esmeraldas, Ecuador",Ecuador,Trafigura,108213.14,VALERO-001,0.31,47.0
Valero,"Freeport, Grand Bahama I, Bahamas",Bahamas,Valero,107275.69,VALERO-001,0.3,48.0
Valero,"Aigion, Greece",Greece,Galtrade Ltd.,100372.76,VALERO-001,0.28,49.0
Valero,"All Other Argentina Ports, Argentina",Argentina,Shell,96213.54,VALERO-001,0.27,50.0
Valero,"Manzanillo, Mexico",Mexico,PMI Trading,94167.94,VALERO-001,0.27,51.0
Valero,"Onsan, South Korea",South Korea,Sk Energy Co Internati,91357.0,VALERO-001,0.26,52.0
Valero,"Rotterdam, Netherlands",Netherlands,Bp Oil International Ltd.,90588.0,VALERO-001,0.26,53.0
Valero,"Calamata, Greece",Greece,Tupras Trading Ltd.,86713.0,VALERO-001,0.25,54.0
Valero,"Fujairah, United Arab Emirates",United Arab Emirates,State Oil Marketing Company (SOMO),80485.32,VALERO-001,0.23,55.0
Valero,"Skikda, Algeria",Algeria,Sonatrach,79556.0,VALERO-001,0.23,56.0
Valero,"Quebec, Que, Canada",Canada,PMI Trading,78014.37,VALERO-001,0.22,57.0
Valero,"All Other Netherlands Antilles Ports, Netherlands Antilles",Netherlands Antilles,Chevron,77343.0,VALERO-001,0.22,58.0
Valero,"Dos Bocas, Mexico",Mexico,Pmi Commercio International S.A. De,76689.0,VALERO-001,0.22,59.0
Valero,"All Other Oman Ports, Oman",Oman,Oq Trading Ltd.,73553.75,VALERO-001,0.21,60.0
Valero,"Pajaritos, Mexico",Mexico,Pmi Commercio International S.A. De,69578.0,VALERO-001,0.2,61.0
Valero,"Freeport, Grand Bahama I, Bahamas",Bahamas,BP,68950.0,VALERO-001,0.2,62.0
Valero,"Pajaritos, Mexico",Mexico,Valero,66550.99,VALERO-001,0.19,63.0
Valero,"Al Fuhayhil, Kuwait",Kuwait,Kuwait Petroleum Corp.,65743.0,VALERO-001,0.19,64.0
Valero,"All Other Brazil Ports South Of Recife, Brazil",Brazil,Equinor Marketing And Trading Us,63281.0,VALERO-001,0.18,65.0
Valero,"Amsterdam, Netherlands",Netherlands,Totsa Totalenergies Trading Sa,62693.45,VALERO-001,0.18,66.0
Valero,"Rio De Janeiro, Brazil",Brazil,Statoil Brasil Oleo E Gas Ltda,61981.0,VALERO-001,0.18,67.0
Valero,"All Other Scotland East Coast Ports, United Kingdom",United Kingdom,Bp Oil International Ltd.,61624.08,VALERO-001,0.17,68.0
