Consignee_Harmonized,Port of Loading (F),Country of Origin (F),Shipper_Harmonized,Tons,Consignee_Entity_ID,Pct_of_Entity_Total,Route_Rank
Valero,"Esmeraldas, Ecuador",Ecuador,Ecopetrol,54225.44,VALERO-001,0.15,69.0
Valero,"Rotterdam, Netherlands",Netherlands,"Uti Worldwide (Singapore) Pte., Ltd.",52000.8,VALERO-001,0.15,70.0
Valero,"Vancouver, BC, Canada",Canada,Unipec Canada Ltd.,51911.0,VALERO-001,0.15,71.0
Valero,"All Other India East Coast Ports, India",India,Valero,51508.0,VALERO-001,0.15,72.0
Valero,"Esmeraldas, Ecuador",Ecuador,Ep Petroecuador,50958.27,VALERO-001,0.14,73.0
Valero,"Mamonal, Colombia",Colombia,Refineria De Cartagena S.A.,49552.8,VALERO-001,0.14,74.0
Valero,"Santa Cruz De Tenerife, Spain",Spain,Aramco Trading Fujairah Fze,47500.0,VALERO-001,0.13,75.0
Valero,"Al Fuhayhil, Kuwait",Kuwait,Glencore Energy Uk,45179.0,VALERO-001,0.13,76.0
Valero,"Khor Al Zubair, Iraq",Iraq,Glencore Energy Uk,44878.0,VALERO-001,0.13,77.0
Valero,"Fujairah, United Arab Emirates",United Arab Emirates,Glencore Energy Uk Ltd.,43128.0,VALERO-001,0.12,78.0
Valero,"Milford Haven, United Kingdom",United Kingdom,Pembroke Energy Ltd.,42850.0,VALERO-001,0.12,79.0
Valero,"Al Fuhayhil, Kuwait",Kuwait,Kuwait Petroleum Corp. (Kpc),41152.0,VALERO-001,0.12,80.0
Valero,"Puerto Matias De Galves, Guatemala",Guatemala,Perenco Guatemala Ltd.,40989.38,VALERO-001,0.12,81.0
Valero,"Fujairah, United Arab Emirates",United Arab Emirates,Oq Trading Ltd.,38267.34,VALERO-001,0.11,82.0
Valero,"Mongstad, Norway",Norway,Equinor Mongstad,37641.0,VALERO-001,0.11,83.0
Valero,"Mongstad, Norway",Norway,Equinor,37446.0,VALERO-001,0.11,84.0
Valero,"Mongstad, Norway",Norway,Equinor Marketing & Trading (Us) In,37000.0,VALERO-001,0.1,85.0
Valero,"Sao Paulo, Brazil",Brazil,Shell Brasil Petroleo Ltda,36468.0,VALERO-001,0.1,86.0
Valero,"Amsterdam, Netherlands",Netherlands,Totsa Total Oil Trading S.A.,32092.0,VALERO-001,0.09,87.0
Valero,"All Other Iraq Ports, Iraq",Iraq,Galaxy Oil Fz Llc,29726.0,VALERO-001,0.08,88.0
Valero,"Cartagena, Colombia",Colombia,Grey Rock Gathering & Marketing Ll,29520.0,VALERO-001,0.08,89.0
Valero,"Esmeraldas, Ecuador",Ecuador,Ep Petroecuador Alpallana,29210.0,VALERO-001,0.08,90.0
Valero,"All Other Nigeria Ports, Nigeria",Nigeria,Dangote Petroleum Refinery And,28570.0,VALERO-001,0.08,91.0
Valero,"Point Tupper, Cbi, Canada",Canada,Tartan Oil Llc,23385.0,VALERO-001,0.07,92.0
Valero,"Samil, South Korea",South Korea,Gs Caltex Corporation,22302.0,VALERO-001,0.06,93.0
Valero,"Khor Al Zubair, Iraq",Iraq,Oq Trading Ltd.,22000.0,VALERO-001,0.06,94.0
Valero,"Al Fuhayhil, Kuwait",Kuwait,Glencore Energy Uk Ltd.,21683.0,VALERO-001,0.06,95.0
Valero,"Al Jubail, Saudi Arabia",Saudi Arabia,Aramco Trading Co.,21271.44,VALERO-001,0.06,96.0
Valero,"All Other United Arab Emirates Ports, United Arab Emirates",United Arab Emirates,Galtrade Ltd. Omc Chambers,19921.72,VALERO-001,0.06,97.0
Valero,"Fujairah, United Arab Emirates",United Arab Emirates,Aramco Trading Fujairah Fze,19454.0,VALERO-001,0.06,98.0
Valero,"Mongstad, Norway",Norway,Citgo,18121.0,VALERO-001,0.05,99.0
Valero,"Saint John, Nb, Canada",Canada,Irving Oil,16940.0,VALERO-001,0.05,100.0
Valero,"Montreal, Que, Canada",Canada,Valero,13548.0,VALERO-001,0.04,101.0
Valero,"Mongstad, Norway",Norway,Equinor Marketing & Trading Us Inc.,13451.22,VALERO-001,0.04,102.0
Valero,"Amsterdam, Netherlands",Netherlands,Valero,11277.0,VALERO-001,0.03,103.0
Valero,"Halifax, Ns, Canada",Canada,Valero,8580.0,VALERO-001,0.02,104.0
Valero,"Al Jubail, Saudi Arabia",Saudi Arabia,Saudi Aramco Toatl Refining And,8197.0,VALERO-001,0.02,105.0
Valero,"All Other India West Coast Ports, India",India,Reliance Industries,5081.68,VALERO-001,0.01,106.0
Valero,"Dos Bocas, Mexico",Mexico,Valero,500.0,VALERO-001,0.0,107.0
Valero,"Rotterdam, Netherlands",Netherlands,Master Mt Hafnia Daisy,500.0,VALERO-001,0.0,107.0
Valero,"Veracruz, Mexico",Mexico,Master Quartz,125.0,VALERO-001,0.0,108.0
Valero,"Veracruz, Mexico",Mexico,Master Turquoise,106.0,VALERO-001,0.0,109.0
Valero,"Pajaritos, Mexico",Mexico,Trafigura,84.0,VALERO-001,0.0,110.0
Valero,"Pembroke, United Kingdom",United Kingdom,Damico Tankers Dac,73.0,VALERO-001,0.0,111.0
Valero,"Pembroke, United Kingdom",United Kingdom,High Wind,73.0,VALERO-001,0.0,111.0
Valero,"Veracruz, Mexico",Mexico,Mt Nord Mirai,43.2,VALERO-001,0.0,112.0
Valero,"Antwerp, Belgium",Belgium,Monterey Services Inc.,32.0,VALERO-001,0.0,113.0
Vitol,"Sint Eustatius, Netherlands Antilles",Netherlands Antilles,Vitol,317635.4,VITOL-001,8.99,1.0
Vitol,"All Other Nigeria Ports, Nigeria",Nigeria,Sterling Oil Exploration Energy,317176.0,VITOL-001,8.98,2.0
Vitol,"Al Fuhayhil, Kuwait",Kuwait,Kuwait Petroleum Corp.,203618.0,VITOL-001,5.76,3.0
Vitol,"All Other Guyana Ports, Guyana",Guyana,ExxonMobil,137686.0,VITOL-001,3.9,4.0
Vitol,"All Other India West Coast Ports, India",India,Nayara Energy Ltd. Refinery Division,125826.0,VITOL-001,3.56,5.0
Vitol,"Freeport, Grand Bahama I, Bahamas",Bahamas,Vitol,116287.78,VITOL-001,3.29,6.0
Vitol,"Altamira, Mexico",Mexico,PMI Trading,115455.19,VITOL-001,3.27,7.0
Vitol,"Tianjin, China",China,"Tianjin Honor Green Energy Co., Ltd.",112816.86,VITOL-001,3.19,8.0
Vitol,"Antwerp, Belgium",Belgium,Totsa Total Oil Trading S.A.,111682.0,VITOL-001,3.16,9.0
Vitol,"All Other St. Croix Virgin Islands, Virgin Islands (U.S.)",Virgin Islands (U.S.),Vitol,106466.36,VITOL-001,3.01,10.0
Vitol,"Barranquilla, Colombia",Colombia,Ecopetrol,97840.54,VITOL-001,2.77,11.0
Vitol,"All Other Nigeria Ports, Nigeria",Nigeria,Dangote Petroleum Refinery And,89585.42,VITOL-001,2.54,12.0
Vitol,"Salina Cruz, Mexico",Mexico,PMI Trading,78020.0,VITOL-001,2.21,13.0
Vitol,"Christiansted, St. Croix, Virgin Islands (U.S.)",Virgin Islands (U.S.),Ecofuel Trading Sa,75348.0,VITOL-001,2.13,14.0
Vitol,"Samil, South Korea",South Korea,Vitol,72365.0,VITOL-001,2.05,15.0
Vitol,"All Other Nigeria Ports, Nigeria",Nigeria,First Exploration & Petroleum Development,65205.92,VITOL-001,1.85,16.0
Vitol,"Coatzacoalcos, Mexico",Mexico,PMI Trading,61186.33,VITOL-001,1.73,17.0
Vitol,"Amsterdam, Netherlands",Netherlands,Scl Rotterdam,58086.1,VITOL-001,1.64,18.0
Vitol,"Quebec, Que, Canada",Canada,Vitol,57976.0,VITOL-001,1.64,19.0
Vitol,"Tarragona, Spain",Spain,Repsol Petroleo,43544.0,VITOL-001,1.23,20.0
Vitol,"Ashdod, Israel",Israel,Ashdod Refinery Ltd.,43492.96,VITOL-001,1.23,21.0
Vitol,"Nansha, China",China,Sumec Technology And Equipment Co.,43388.09,VITOL-001,1.23,22.0
Vitol,"Novorossiysk, Russia",Russia,Karachaganak Petroleum Operating,42883.8,VITOL-001,1.21,23.0
Vitol,"Tianjin, China",China,"China Base Ningbo Foreign Trade Co., Ltd.",42209.34,VITOL-001,1.19,24.0
Vitol,"Bilbao, Spain",Spain,Biodiesel Bilbao S.L.,40496.34,VITOL-001,1.15,25.0
Vitol,"Aliaga, Turkey",Turkey,Tupras Turkey Petroleum Refineries,39360.18,VITOL-001,1.11,26.0
Vitol,"Milford Haven, United Kingdom",United Kingdom,Valero,37840.0,VITOL-001,1.07,27.0
Vitol,"Sao Paulo, Brazil",Brazil,Vitol,37616.0,VITOL-001,1.06,28.0
Vitol,"Sao Sebastio, Brazil",Brazil,Petrobras,37058.4,VITOL-001,1.05,29.0
Vitol,"Sarroch Oil Terminal, Italy",Italy,Saras Sp A,37022.0,VITOL-001,1.05,30.0
Vitol,"All Other Sweden Ports, Sweden",Sweden,Preem Ab,36998.94,VITOL-001,1.05,31.0
Vitol,"Dhuba, Saudi Arabia",Saudi Arabia,Saudi Arabian Oil Company,36393.0,VITOL-001,1.03,32.0
Vitol,"Sao Sebastio, Brazil",Brazil,Vitol,36216.0,VITOL-001,1.03,33.0
Vitol,"Onsan, South Korea",South Korea,Vitol,35731.0,VITOL-001,1.01,34.0
Vitol,"Ashdod, Israel",Israel,Ashdod Refinery Std,35393.67,VITOL-001,1.0,35.0
Vitol,"Lianyungang, China",China,Xiaoxian Kangdeli Grease Tech,34612.6,VITOL-001,0.98,36.0
Vitol,"Rotterdam, Netherlands",Netherlands,Vitol,33489.0,VITOL-001,0.95,37.0
Vitol,"Aigion, Greece",Greece,Vitol,32984.0,VITOL-001,0.93,38.0
Vitol,"Tianjin, China",China,Vitol,28806.0,VITOL-001,0.82,39.0
Vitol,"San Vicente, Chile",Chile,Enap Refinerias S.A. (Ersa),27874.0,VITOL-001,0.79,40.0
Vitol,"Johore, Malaysia",Malaysia,Vance Bioenergy Sdn. Bhd.,26101.26,VITOL-001,0.74,41.0
Vitol,"Lianyungang, China",China,"Hebei Duancheng Trading Co., Ltd.",25106.0,VITOL-001,0.71,42.0
Vitol,"Talcahuano, Chile",Chile,Enap Refinerias S.A. (Ersa),24878.0,VITOL-001,0.7,43.0
Vitol,"All Other Nigeria Ports, Nigeria",Nigeria,General Hydrocarbons Ltd.,23668.64,VITOL-001,0.67,44.0
Vitol,"Pajaritos, Mexico",Mexico,PMI Trading,23629.9,VITOL-001,0.67,45.0
Vitol,"Lazaro Cardenas, Mexico",Mexico,PMI Trading,23486.66,VITOL-001,0.66,46.0
Vitol,"Nantong, China",China,Xiaoxian Kangdeli Grease Tech,22998.46,VITOL-001,0.65,47.0
Vitol,"Saint John, Nb, Canada",Canada,Irving Oil,21236.0,VITOL-001,0.6,48.0
Vitol,"All Other Nigeria Ports, Nigeria",Nigeria,Sterling Global Oil Resources Ltd.,19744.0,VITOL-001,0.56,49.0
Vitol,"Lianyungang, China",China,"Qingdao Jingyun Unite Trade Co., Ltd.",17866.78,VITOL-001,0.51,50.0
Vitol,"Izmit, Turkey",Turkey,Tupras Turkey Petroleum Refineries,16596.0,VITOL-001,0.47,51.0
Vitol,"Nansha, China",China,Vitol,16508.0,VITOL-001,0.47,52.0
Vitol,"Bullen Baai, Netherlands Antilles",Netherlands Antilles,Vitol,16208.0,VITOL-001,0.46,53.0
Vitol,"Nansha, China",China,"Luzhou C & D Commodity Co., Ltd.",15998.99,VITOL-001,0.45,54.0
Vitol,"Nansha, China",China,Sumec Technology & Eq Co Td,15883.57,VITOL-001,0.45,55.0
Vitol,"Tianjin, China",China,Sumec Technology And Equipment Co.,14942.0,VITOL-001,0.42,56.0
Vitol,"Quintero, Chile",Chile,Enap Refinerias S.A. (Ersa),13732.0,VITOL-001,0.39,57.0
Vitol,"Nantong, China",China,Vitol,12991.0,VITOL-001,0.37,58.0
Vitol,"Nantong, China",China,Xiamen C And D Commodity Trading,12017.0,VITOL-001,0.34,59.0
Vitol,"Lianyungang, China",China,Vitol,11121.0,VITOL-001,0.31,60.0
Vitol,"Aigion, Greece",Greece,Motor Oil (Hellas) Corinth Refineries S.A.,11099.6,VITOL-001,0.31,61.0
Vitol,"Barranquilla, Colombia",Colombia,Ecopeteol Sa,10740.0,VITOL-001,0.3,62.0
Vitol,"Sarroch Oil Terminal, Italy",Italy,Sarlux Refinery Sarroch (Italy),9954.0,VITOL-001,0.28,63.0
Vitol,"Lianyungang, China",China,Lianyungang Weites New Energy Tech,5683.36,VITOL-001,0.16,64.0
Vitol,"Tianjin, China",China,"Qingdao Jingyun Unite Trade Co., Ltd.",5151.0,VITOL-001,0.15,65.0
Vitol,"Aratu, Brazil",Brazil,Braskem S.A.,2919.0,VITOL-001,0.08,66.0
Vitol,"Lianyungang, China",China,Hunan Machinery And Equipment Imp.,2626.73,VITOL-001,0.07,67.0
Vitol,"Tianjin, China",China,Qingdao Baditu New Energy Technolog,2470.0,VITOL-001,0.07,68.0
Vitol,"Charlotte Amalie, St. Th, Virgin Islands (U.S.)",Virgin Islands (U.S.),Vitol,2090.0,VITOL-001,0.06,69.0
Vitol,"Tianjin, China",China,"Hebei Duancheng Trading Co., Ltd.",1044.0,VITOL-001,0.03,70.0
Vitol,"Lianyungang, China",China,Qingdao Baditu New Energy Technolog,1023.46,VITOL-001,0.03,71.0
Vulcan Materials,"Puerto Cortes, Honduras",Honduras,Emirates Aluminium (EGA),2889135.51,VULCAN-001,87.27,1.0
Vulcan Materials,"All Other Newfoundland Ports, Canada",Canada,Cemex,216259.84,VULCAN-001,6.53,2.0
Vulcan Materials,"Ocho Rios, Jamaica",Jamaica,"Lydford Mining Co., Ltd.",187193.35,VULCAN-001,5.65,3.0
Vulcan Materials,"All Other Canada Pacific Region Ports, Canada",Canada,Orca Sand and Gravel,18000.0,VULCAN-001,0.54,4.0
Vulcan Materials,"Puerto Cortes, Honduras",Honduras,Mv H A Sklenar,0.13,VULCAN-001,0.0,5.0
